year,country_code,metric_code,mean,sd,lobound_10,upbound_90
2018,VNM,dpex,2.989001751,0.0517786,2.922725201,3.055278301
2017,VNM,empower,2.400117397,0.844897151,1.318649054,3.481585741
2018,VNM,empower,2.420739174,0.843254268,1.341373682,3.500104666
2017,VNM,execution,2.957005501,0.106723972,2.820398808,3.093612194
2018,VNM,execution,2.989001751,0.0517786,2.922725201,3.055278301
2017,VNM,exkill,5.850130558,0.818015873,4.803070068,6.897191048
2018,VNM,exkill,5.850130558,0.818015873,4.803070068,6.897191048
2017,VNM,express,2.50711894,0.112890825,2.362618685,2.651619196
2018,VNM,express,2.513858795,0.11249274,2.36986804,2.65784955
2017,VNM,physint,5.093808174,0.894215643,3.949212074,6.238404274
2018,VNM,physint,5.225795269,0.920711696,4.047284126,6.404306412
2017,VNM,polpart,3.503646612,0.426822662,2.957313538,4.049979687
2018,VNM,polpart,3.503646612,0.426822662,2.957313538,4.049979687
2017,VNM,tort,2.764567137,0.260757327,2.430797815,3.098336458
2018,VNM,tort,2.753864288,0.265790641,2.413652182,3.094076395
