country_code,year,metric_code,mean,low,high,sd
BDI,1997,edi,0.185,0.168,0.205,0.018
BDI,1997,egdi,0.544,0.461,0.641,0.092
BDI,1997,ldi,0.49,0.416,0.575,0.08
BDI,1997,pdi,0.438,0.385,0.494,0.056
BDI,1998,ddi,0.676,0.536,0.784,0.636
BDI,1998,edi,0.181,0.162,0.2,0.019
BDI,1998,egdi,0.544,0.461,0.641,0.092
BDI,1998,ldi,0.49,0.416,0.575,0.08
BDI,1998,pdi,0.434,0.381,0.49,0.056
BDI,1999,ddi,0.676,0.536,0.784,0.636
BDI,1999,edi,0.184,0.164,0.201,0.019
BDI,1999,egdi,0.544,0.461,0.641,0.092
BDI,1999,ldi,0.491,0.407,0.564,0.078
BDI,1999,pdi,0.43,0.377,0.486,0.056
BDI,2000,ddi,0.708,0.596,0.817,0.631
BDI,2000,edi,0.183,0.165,0.201,0.019
BDI,2000,egdi,0.546,0.451,0.64,0.096
BDI,2000,ldi,0.498,0.423,0.58,0.078
BDI,2000,pdi,0.426,0.373,0.482,0.056
BDI,2001,ddi,0.754,0.635,0.856,0.64
BDI,2001,edi,0.186,0.168,0.205,0.018
BDI,2001,egdi,0.546,0.451,0.64,0.096
BDI,2001,ldi,0.498,0.42,0.58,0.079
BDI,2001,pdi,0.422,0.369,0.478,0.056
BDI,2002,ddi,0.754,0.635,0.856,0.64
BDI,2002,edi,0.202,0.183,0.22,0.019
BDI,2002,egdi,0.546,0.451,0.64,0.096
BDI,2002,ldi,0.484,0.403,0.557,0.077
BDI,2002,pdi,0.454,0.415,0.512,0.052
BDI,2003,ddi,0.754,0.635,0.856,0.64
BDI,2003,edi,0.206,0.188,0.225,0.018
BDI,2003,egdi,0.546,0.451,0.64,0.096
BDI,2003,ldi,0.484,0.403,0.557,0.077
BDI,2003,pdi,0.454,0.415,0.514,0.053
BDI,2004,ddi,0.767,0.651,0.863,0.638
BDI,2004,edi,0.207,0.191,0.228,0.019
BDI,2004,egdi,0.546,0.451,0.64,0.096
BDI,2004,ldi,0.484,0.414,0.567,0.077
BDI,2004,pdi,0.45,0.411,0.51,0.053
BDI,2005,ddi,0.592,0.463,0.708,0.625
BDI,2005,edi,0.297,0.268,0.329,0.031
BDI,2005,egdi,0.501,0.417,0.601,0.091
BDI,2005,ldi,0.362,0.271,0.424,0.075
BDI,2005,pdi,0.599,0.547,0.672,0.064
BDI,2006,ddi,0.556,0.432,0.676,0.624
BDI,2006,edi,0.412,0.363,0.47,0.054
BDI,2006,egdi,0.498,0.41,0.59,0.092
BDI,2006,ldi,0.354,0.274,0.417,0.073
BDI,2006,pdi,0.593,0.529,0.652,0.061
BDI,2007,ddi,0.556,0.432,0.676,0.624
BDI,2007,edi,0.407,0.358,0.464,0.053
BDI,2007,egdi,0.498,0.41,0.59,0.092
BDI,2007,ldi,0.353,0.286,0.436,0.075
BDI,2007,pdi,0.609,0.558,0.676,0.062
BDI,2008,ddi,0.556,0.432,0.676,0.624
BDI,2008,edi,0.402,0.35,0.448,0.05
BDI,2008,egdi,0.498,0.41,0.59,0.092
BDI,2008,ldi,0.353,0.282,0.425,0.072
BDI,2008,pdi,0.609,0.558,0.676,0.062
BDI,2009,ddi,0.556,0.432,0.676,0.624
BDI,2009,edi,0.396,0.35,0.446,0.049
BDI,2009,egdi,0.498,0.41,0.59,0.092
BDI,2009,ldi,0.348,0.269,0.422,0.076
BDI,2009,pdi,0.598,0.546,0.667,0.064
BDI,2010,ddi,0.5,0.371,0.616,0.623
BDI,2010,edi,0.339,0.3,0.378,0.04
BDI,2010,egdi,0.501,0.401,0.582,0.092
BDI,2010,ldi,0.322,0.237,0.377,0.07
BDI,2010,pdi,0.555,0.503,0.638,0.071
BDI,2011,ddi,0.481,0.351,0.599,0.627
BDI,2011,edi,0.295,0.261,0.323,0.033
BDI,2011,egdi,0.5,0.397,0.579,0.091
BDI,2011,ldi,0.326,0.254,0.388,0.069
BDI,2011,pdi,0.551,0.499,0.634,0.071
BDI,2012,ddi,0.481,0.351,0.599,0.627
BDI,2012,edi,0.295,0.261,0.323,0.033
BDI,2012,egdi,0.498,0.405,0.589,0.092
BDI,2012,ldi,0.332,0.263,0.4,0.07
BDI,2012,pdi,0.547,0.495,0.63,0.071
BDI,2013,ddi,0.345,0.249,0.49,0.629
BDI,2013,edi,0.285,0.25,0.309,0.032
BDI,2013,egdi,0.426,0.336,0.523,0.093
BDI,2013,ldi,0.249,0.178,0.299,0.061
BDI,2013,pdi,0.544,0.481,0.62,0.07
BDI,2014,ddi,0.33,0.218,0.447,0.629
BDI,2014,edi,0.274,0.244,0.299,0.029
BDI,2014,egdi,0.426,0.336,0.523,0.093
BDI,2014,ldi,0.229,0.166,0.277,0.058
BDI,2014,pdi,0.521,0.455,0.599,0.073
BDI,2015,ddi,0.239,0.158,0.361,0.628
BDI,2015,edi,0.207,0.188,0.224,0.019
BDI,2015,egdi,0.404,0.316,0.503,0.093
BDI,2015,ldi,0.153,0.103,0.2,0.05
BDI,2015,pdi,0.515,0.441,0.582,0.07
BDI,2016,ddi,0.09,0.049,0.176,0.641
BDI,2016,edi,0.167,0.154,0.178,0.013
BDI,2016,egdi,0.386,0.283,0.461,0.09
BDI,2016,ldi,0.119,0.075,0.157,0.044
BDI,2016,pdi,0.464,0.397,0.543,0.074
BDI,2017,ddi,0.084,0.044,0.152,0.633
BDI,2017,edi,0.158,0.146,0.168,0.012
BDI,2017,egdi,0.344,0.265,0.44,0.087
BDI,2017,ldi,0.132,0.085,0.172,0.047
BDI,2017,pdi,0.463,0.385,0.534,0.075
BDI,2018,ddi,0.131,0.067,0.216,0.641
BDI,2018,edi,0.158,0.148,0.169,0.011
BDI,2018,egdi,0.331,0.236,0.413,0.09
BDI,2018,ldi,0.122,0.071,0.156,0.045
BDI,2018,pdi,0.499,0.42,0.569,0.075
BDI,2019,ddi,0.107,0.055,0.198,0.644
BDI,2019,edi,0.159,0.149,0.17,0.011
BDI,2019,egdi,0.375,0.289,0.466,0.089
BDI,2019,ldi,0.144,0.091,0.185,0.049
BDI,2019,pdi,0.495,0.416,0.565,0.075
BDI,2020,ddi,0.175,0.097,0.277,0.638
BDI,2020,edi,0.169,0.154,0.18,0.014
BDI,2020,egdi,0.365,0.285,0.457,0.087
BDI,2020,ldi,0.13,0.084,0.166,0.043
BDI,2020,pdi,0.482,0.411,0.561,0.077
BEL,1990,ddi,0.902,0.834,0.947,0.63
BEL,1990,edi,0.874,0.832,0.915,0.045
BEL,1990,egdi,0.94,0.916,0.981,0.038
BEL,1990,ldi,0.921,0.894,0.965,0.038
BEL,1990,pdi,0.641,0.629,0.664,0.024
BEL,1991,ddi,0.902,0.834,0.947,0.63
BEL,1991,edi,0.875,0.833,0.916,0.045
BEL,1991,egdi,0.943,0.919,0.981,0.037
BEL,1991,ldi,0.92,0.893,0.964,0.039
BEL,1991,pdi,0.641,0.629,0.664,0.024
BEL,1992,ddi,0.902,0.834,0.947,0.63
BEL,1992,edi,0.878,0.844,0.929,0.046
BEL,1992,egdi,0.943,0.919,0.981,0.037
BEL,1992,ldi,0.926,0.9,0.968,0.037
BEL,1992,pdi,0.644,0.633,0.664,0.022
BEL,1993,ddi,0.902,0.834,0.947,0.63
BEL,1993,edi,0.878,0.844,0.929,0.046
BEL,1993,egdi,0.943,0.919,0.981,0.037
BEL,1993,ldi,0.926,0.9,0.968,0.037
BEL,1993,pdi,0.644,0.633,0.664,0.022
BEL,1994,ddi,0.899,0.826,0.944,0.631
BEL,1994,edi,0.878,0.844,0.929,0.046
BEL,1994,egdi,0.943,0.919,0.981,0.037
BEL,1994,ldi,0.926,0.9,0.968,0.037
BEL,1994,pdi,0.65,0.638,0.669,0.022
BEL,1995,ddi,0.899,0.826,0.944,0.631
BEL,1995,edi,0.878,0.842,0.927,0.045
BEL,1995,egdi,0.943,0.919,0.981,0.037
BEL,1995,ldi,0.926,0.9,0.968,0.037
BEL,1995,pdi,0.651,0.641,0.67,0.021
BEL,1996,ddi,0.91,0.835,0.949,0.628
BEL,1996,edi,0.877,0.839,0.924,0.044
BEL,1996,egdi,0.943,0.919,0.981,0.037
BEL,1996,ldi,0.932,0.908,0.968,0.033
BEL,1996,pdi,0.654,0.645,0.671,0.021
BEL,1997,ddi,0.91,0.835,0.949,0.628
BEL,1997,edi,0.877,0.839,0.924,0.044
BEL,1997,egdi,0.943,0.919,0.981,0.037
BEL,1997,ldi,0.932,0.908,0.968,0.033
BEL,1997,pdi,0.654,0.645,0.671,0.021
BEL,1998,ddi,0.91,0.835,0.949,0.628
BEL,1998,edi,0.877,0.839,0.924,0.044
BEL,1998,egdi,0.943,0.919,0.981,0.037
BEL,1998,ldi,0.928,0.901,0.961,0.032
BEL,1998,pdi,0.654,0.645,0.671,0.021
BEL,1999,ddi,0.907,0.846,0.95,0.626
BEL,1999,edi,0.879,0.842,0.926,0.045
BEL,1999,egdi,0.943,0.919,0.981,0.037
BEL,1999,ldi,0.933,0.91,0.966,0.032
BEL,1999,pdi,0.654,0.645,0.671,0.021
BEL,2000,ddi,0.907,0.846,0.95,0.626
BEL,2000,edi,0.878,0.848,0.93,0.045
BEL,2000,egdi,0.943,0.919,0.981,0.037
BEL,2000,ldi,0.933,0.91,0.966,0.032
BEL,2000,pdi,0.654,0.645,0.671,0.021
BEL,2001,ddi,0.907,0.846,0.95,0.626
BEL,2001,edi,0.878,0.848,0.93,0.045
BEL,2001,egdi,0.943,0.919,0.981,0.037
BEL,2001,ldi,0.933,0.91,0.966,0.032
BEL,2001,pdi,0.654,0.645,0.671,0.021
BEL,2002,ddi,0.907,0.846,0.95,0.626
BEL,2002,edi,0.878,0.848,0.93,0.045
BEL,2002,egdi,0.943,0.919,0.981,0.037
BEL,2002,ldi,0.933,0.91,0.966,0.032
BEL,2002,pdi,0.654,0.645,0.671,0.021
BEL,2003,ddi,0.907,0.846,0.95,0.626
BEL,2003,edi,0.878,0.84,0.924,0.045
BEL,2003,egdi,0.943,0.919,0.981,0.037
BEL,2003,ldi,0.933,0.91,0.966,0.032
BEL,2003,pdi,0.654,0.645,0.671,0.021
BEL,2004,ddi,0.907,0.846,0.95,0.626
BEL,2004,edi,0.86,0.824,0.919,0.049
BEL,2004,egdi,0.943,0.919,0.981,0.037
BEL,2004,ldi,0.933,0.91,0.966,0.032
BEL,2004,pdi,0.654,0.645,0.671,0.021
BEL,2005,ddi,0.907,0.846,0.95,0.626
BEL,2005,edi,0.876,0.835,0.919,0.048
BEL,2005,egdi,0.943,0.919,0.981,0.037
BEL,2005,ldi,0.933,0.91,0.966,0.032
BEL,2005,pdi,0.654,0.645,0.671,0.021
BEL,2006,ddi,0.906,0.848,0.951,0.625
BEL,2006,edi,0.879,0.843,0.929,0.046
BEL,2006,egdi,0.943,0.919,0.981,0.037
BEL,2006,ldi,0.933,0.91,0.966,0.032
BEL,2006,pdi,0.654,0.645,0.671,0.021
BEL,2007,ddi,0.903,0.848,0.952,0.627
BEL,2007,edi,0.886,0.852,0.933,0.044
BEL,2007,egdi,0.943,0.919,0.981,0.037
BEL,2007,ldi,0.935,0.913,0.971,0.032
BEL,2007,pdi,0.654,0.645,0.671,0.021
BEL,2008,ddi,0.903,0.841,0.946,0.622
BEL,2008,edi,0.89,0.858,0.937,0.042
BEL,2008,egdi,0.943,0.919,0.981,0.037
BEL,2008,ldi,0.934,0.91,0.967,0.031
BEL,2008,pdi,0.654,0.645,0.671,0.021
BEL,2009,ddi,0.905,0.843,0.95,0.625
BEL,2009,edi,0.89,0.858,0.937,0.042
BEL,2009,egdi,0.943,0.919,0.981,0.037
BEL,2009,ldi,0.932,0.908,0.97,0.033
BEL,2009,pdi,0.654,0.645,0.671,0.021
BEL,2010,ddi,0.905,0.843,0.95,0.625
BEL,2010,edi,0.89,0.856,0.934,0.042
BEL,2010,egdi,0.943,0.919,0.981,0.037
BEL,2010,ldi,0.932,0.904,0.963,0.031
BEL,2010,pdi,0.654,0.645,0.671,0.021
BEL,2011,ddi,0.907,0.843,0.947,0.619
BEL,2011,edi,0.891,0.854,0.932,0.042
BEL,2011,egdi,0.943,0.919,0.981,0.037
BEL,2011,ldi,0.932,0.904,0.963,0.031
BEL,2011,pdi,0.654,0.645,0.671,0.021
BEL,2012,ddi,0.913,0.843,0.951,0.628
BEL,2012,edi,0.891,0.854,0.932,0.042
BEL,2012,egdi,0.943,0.919,0.981,0.037
BEL,2012,ldi,0.932,0.904,0.963,0.031
BEL,2012,pdi,0.654,0.645,0.671,0.021
BEL,2013,ddi,0.912,0.85,0.952,0.623
BEL,2013,edi,0.895,0.866,0.939,0.04
BEL,2013,egdi,0.934,0.907,0.975,0.039
BEL,2013,ldi,0.933,0.91,0.968,0.031
BEL,2013,pdi,0.655,0.645,0.671,0.02
BEL,2014,ddi,0.908,0.839,0.948,0.623
BEL,2014,edi,0.893,0.864,0.937,0.039
BEL,2014,egdi,0.934,0.907,0.975,0.039
BEL,2014,ldi,0.933,0.91,0.968,0.031
BEL,2014,pdi,0.655,0.645,0.671,0.02
BEL,2015,ddi,0.908,0.839,0.948,0.623
BEL,2015,edi,0.892,0.862,0.936,0.039
BEL,2015,egdi,0.934,0.907,0.975,0.039
BEL,2015,ldi,0.932,0.909,0.967,0.031
BEL,2015,pdi,0.655,0.645,0.671,0.02
BEL,2016,ddi,0.908,0.839,0.948,0.623
BEL,2016,edi,0.892,0.862,0.936,0.039
BEL,2016,egdi,0.934,0.907,0.975,0.039
BEL,2016,ldi,0.928,0.905,0.969,0.034
BEL,2016,pdi,0.65,0.639,0.67,0.023
BEL,2017,ddi,0.908,0.839,0.948,0.623
BEL,2017,edi,0.891,0.855,0.931,0.039
BEL,2017,egdi,0.934,0.907,0.975,0.039
BEL,2017,ldi,0.928,0.905,0.969,0.034
BEL,2017,pdi,0.65,0.639,0.67,0.023
BEL,2018,ddi,0.907,0.845,0.949,0.626
BEL,2018,edi,0.891,0.855,0.931,0.039
BEL,2018,egdi,0.94,0.912,0.974,0.037
BEL,2018,ldi,0.928,0.905,0.969,0.034
BEL,2018,pdi,0.65,0.639,0.67,0.023
BEL,2019,ddi,0.918,0.847,0.956,0.635
BEL,2019,edi,0.889,0.856,0.933,0.041
BEL,2019,egdi,0.94,0.912,0.974,0.037
BEL,2019,ldi,0.935,0.91,0.968,0.031
BEL,2019,pdi,0.65,0.639,0.67,0.023
BEL,2020,ddi,0.951,0.909,0.979,0.638
BEL,2020,edi,0.887,0.851,0.93,0.042
BEL,2020,egdi,0.931,0.908,0.975,0.039
BEL,2020,ldi,0.92,0.892,0.962,0.038
BEL,2020,pdi,0.65,0.636,0.668,0.024
BEN,1990,ddi,0.915,0.859,0.959,0.631
BEN,1990,edi,0.227,0.209,0.245,0.018
BEN,1990,egdi,0.722,0.662,0.795,0.07
BEN,1990,ldi,0.482,0.424,0.542,0.058
BEN,1990,pdi,0.39,0.363,0.417,0.034
BEN,1991,ddi,0.915,0.859,0.959,0.631
BEN,1991,edi,0.485,0.425,0.537,0.055
BEN,1991,egdi,0.718,0.641,0.78,0.073
BEN,1991,ldi,0.725,0.67,0.798,0.064
BEN,1991,pdi,0.393,0.366,0.423,0.035
BEN,1992,ddi,0.915,0.859,0.959,0.631
BEN,1992,edi,0.616,0.548,0.683,0.068
BEN,1992,egdi,0.718,0.641,0.78,0.073
BEN,1992,ldi,0.817,0.767,0.878,0.057
BEN,1992,pdi,0.396,0.37,0.423,0.032
BEN,1993,ddi,0.915,0.859,0.959,0.631
BEN,1993,edi,0.616,0.548,0.683,0.068
BEN,1993,egdi,0.718,0.641,0.78,0.073
BEN,1993,ldi,0.817,0.767,0.878,0.057
BEN,1993,pdi,0.396,0.37,0.423,0.032
BEN,1994,ddi,0.915,0.859,0.959,0.631
BEN,1994,edi,0.616,0.548,0.683,0.068
BEN,1994,egdi,0.718,0.641,0.78,0.073
BEN,1994,ldi,0.817,0.767,0.878,0.057
BEN,1994,pdi,0.396,0.37,0.423,0.032
BEN,1995,ddi,0.915,0.859,0.959,0.631
BEN,1995,edi,0.638,0.573,0.708,0.069
BEN,1995,egdi,0.718,0.641,0.78,0.073
BEN,1995,ldi,0.817,0.767,0.878,0.057
BEN,1995,pdi,0.392,0.366,0.419,0.032
BEN,1996,ddi,0.915,0.859,0.959,0.631
BEN,1996,edi,0.633,0.564,0.703,0.069
BEN,1996,egdi,0.718,0.641,0.78,0.073
BEN,1996,ldi,0.815,0.753,0.862,0.055
BEN,1996,pdi,0.388,0.362,0.415,0.032
BEN,1997,ddi,0.915,0.859,0.959,0.631
BEN,1997,edi,0.631,0.566,0.706,0.069
BEN,1997,egdi,0.718,0.641,0.78,0.073
BEN,1997,ldi,0.802,0.757,0.876,0.06
BEN,1997,pdi,0.375,0.343,0.403,0.035
BEN,1998,ddi,0.915,0.859,0.959,0.631
BEN,1998,edi,0.631,0.566,0.706,0.069
BEN,1998,egdi,0.718,0.641,0.78,0.073
BEN,1998,ldi,0.802,0.757,0.876,0.06
BEN,1998,pdi,0.371,0.339,0.399,0.035
BEN,1999,ddi,0.915,0.859,0.959,0.631
BEN,1999,edi,0.628,0.556,0.695,0.068
BEN,1999,egdi,0.718,0.641,0.78,0.073
BEN,1999,ldi,0.802,0.757,0.876,0.06
BEN,1999,pdi,0.466,0.44,0.506,0.037
BEN,2000,ddi,0.924,0.871,0.962,0.627
BEN,2000,edi,0.626,0.553,0.693,0.069
BEN,2000,egdi,0.718,0.641,0.78,0.073
BEN,2000,ldi,0.814,0.753,0.864,0.057
BEN,2000,pdi,0.462,0.436,0.502,0.037
BEN,2001,ddi,0.924,0.871,0.962,0.627
BEN,2001,edi,0.622,0.558,0.7,0.07
BEN,2001,egdi,0.718,0.641,0.78,0.073
BEN,2001,ldi,0.814,0.753,0.864,0.057
BEN,2001,pdi,0.458,0.432,0.498,0.037
BEN,2002,ddi,0.924,0.871,0.962,0.627
BEN,2002,edi,0.623,0.551,0.694,0.07
BEN,2002,egdi,0.71,0.639,0.78,0.072
BEN,2002,ldi,0.814,0.753,0.864,0.057
BEN,2002,pdi,0.446,0.412,0.48,0.037
BEN,2003,ddi,0.924,0.871,0.962,0.627
BEN,2003,edi,0.621,0.554,0.694,0.07
BEN,2003,egdi,0.71,0.639,0.78,0.072
BEN,2003,ldi,0.814,0.753,0.864,0.057
BEN,2003,pdi,0.622,0.59,0.658,0.038
BEN,2004,ddi,0.924,0.871,0.962,0.627
BEN,2004,edi,0.62,0.555,0.693,0.07
BEN,2004,egdi,0.71,0.639,0.78,0.072
BEN,2004,ldi,0.814,0.753,0.864,0.057
BEN,2004,pdi,0.618,0.586,0.654,0.038
BEN,2005,ddi,0.911,0.846,0.948,0.621
BEN,2005,edi,0.643,0.571,0.715,0.071
BEN,2005,egdi,0.796,0.745,0.872,0.066
BEN,2005,ldi,0.827,0.786,0.889,0.052
BEN,2005,pdi,0.607,0.58,0.654,0.042
BEN,2006,ddi,0.919,0.862,0.957,0.626
BEN,2006,edi,0.683,0.622,0.75,0.064
BEN,2006,egdi,0.794,0.735,0.863,0.065
BEN,2006,ldi,0.816,0.767,0.872,0.056
BEN,2006,pdi,0.603,0.576,0.65,0.042
BEN,2007,ddi,0.926,0.866,0.961,0.631
BEN,2007,edi,0.679,0.611,0.743,0.064
BEN,2007,egdi,0.794,0.735,0.863,0.065
BEN,2007,ldi,0.82,0.779,0.881,0.055
BEN,2007,pdi,0.593,0.56,0.641,0.043
BEN,2008,ddi,0.913,0.84,0.95,0.627
BEN,2008,edi,0.673,0.612,0.742,0.065
BEN,2008,egdi,0.803,0.745,0.866,0.063
BEN,2008,ldi,0.82,0.779,0.881,0.055
BEN,2008,pdi,0.59,0.556,0.632,0.042
BEN,2009,ddi,0.913,0.84,0.95,0.627
BEN,2009,edi,0.671,0.617,0.745,0.064
BEN,2009,egdi,0.803,0.745,0.866,0.063
BEN,2009,ldi,0.82,0.779,0.881,0.055
BEN,2009,pdi,0.586,0.552,0.628,0.042
BEN,2010,ddi,0.91,0.849,0.953,0.626
BEN,2010,edi,0.671,0.603,0.737,0.066
BEN,2010,egdi,0.803,0.745,0.866,0.063
BEN,2010,ldi,0.82,0.779,0.881,0.055
BEN,2010,pdi,0.589,0.559,0.629,0.039
BEN,2011,ddi,0.915,0.856,0.955,0.626
BEN,2011,edi,0.626,0.569,0.697,0.065
BEN,2011,egdi,0.803,0.745,0.866,0.063
BEN,2011,ldi,0.818,0.775,0.88,0.055
BEN,2011,pdi,0.589,0.559,0.629,0.039
BEN,2012,ddi,0.915,0.856,0.955,0.626
BEN,2012,edi,0.617,0.565,0.694,0.065
BEN,2012,egdi,0.803,0.745,0.866,0.063
BEN,2012,ldi,0.818,0.775,0.88,0.055
BEN,2012,pdi,0.589,0.559,0.629,0.039
BEN,2013,ddi,0.868,0.785,0.924,0.627
BEN,2013,edi,0.62,0.557,0.687,0.066
BEN,2013,egdi,0.794,0.74,0.869,0.067
BEN,2013,ldi,0.803,0.753,0.871,0.06
BEN,2013,pdi,0.582,0.554,0.624,0.039
BEN,2014,ddi,0.862,0.786,0.927,0.629
BEN,2014,edi,0.624,0.552,0.686,0.066
BEN,2014,egdi,0.791,0.745,0.877,0.069
BEN,2014,ldi,0.803,0.743,0.862,0.06
BEN,2014,pdi,0.582,0.554,0.624,0.039
BEN,2015,ddi,0.872,0.807,0.932,0.626
BEN,2015,edi,0.676,0.62,0.753,0.065
BEN,2015,egdi,0.778,0.723,0.862,0.07
BEN,2015,ldi,0.822,0.765,0.871,0.055
BEN,2015,pdi,0.607,0.583,0.643,0.032
BEN,2016,ddi,0.915,0.86,0.959,0.629
BEN,2016,edi,0.721,0.666,0.788,0.061
BEN,2016,egdi,0.801,0.736,0.865,0.068
BEN,2016,ldi,0.836,0.778,0.886,0.054
BEN,2016,pdi,0.625,0.601,0.653,0.03
BEN,2017,ddi,0.812,0.721,0.889,0.626
BEN,2017,edi,0.721,0.659,0.782,0.061
BEN,2017,egdi,0.772,0.703,0.842,0.072
BEN,2017,ldi,0.836,0.785,0.891,0.055
BEN,2017,pdi,0.619,0.594,0.653,0.033
BEN,2018,ddi,0.66,0.531,0.774,0.633
BEN,2018,edi,0.629,0.571,0.691,0.062
BEN,2018,egdi,0.77,0.713,0.857,0.074
BEN,2018,ldi,0.753,0.691,0.82,0.065
BEN,2018,pdi,0.597,0.56,0.642,0.044
BEN,2019,ddi,0.614,0.47,0.717,0.629
BEN,2019,edi,0.502,0.442,0.556,0.058
BEN,2019,egdi,0.781,0.71,0.847,0.071
BEN,2019,ldi,0.668,0.608,0.749,0.07
BEN,2019,pdi,0.523,0.478,0.587,0.057
BEN,2020,ddi,0.598,0.471,0.705,0.623
BEN,2020,edi,0.439,0.384,0.494,0.057
BEN,2020,egdi,0.756,0.695,0.838,0.074
BEN,2020,ldi,0.589,0.521,0.664,0.071
BEN,2020,pdi,0.49,0.441,0.567,0.065
BFA,1990,ddi,0.56,0.429,0.682,0.629
BFA,1990,edi,0.17,0.149,0.186,0.019
BFA,1990,egdi,0.635,0.553,0.706,0.079
BFA,1990,ldi,0.337,0.281,0.406,0.062
BFA,1990,pdi,0.294,0.233,0.366,0.066
BFA,1991,ddi,0.705,0.606,0.818,0.626
BFA,1991,edi,0.187,0.167,0.207,0.02
BFA,1991,egdi,0.635,0.573,0.716,0.073
BFA,1991,ldi,0.358,0.289,0.412,0.061
BFA,1991,pdi,0.335,0.259,0.401,0.068
BFA,1992,ddi,0.705,0.606,0.818,0.626
BFA,1992,edi,0.451,0.387,0.512,0.062
BFA,1992,egdi,0.635,0.573,0.716,0.073
BFA,1992,ldi,0.435,0.357,0.497,0.07
BFA,1992,pdi,0.35,0.304,0.417,0.058
BFA,1993,ddi,0.705,0.606,0.818,0.626
BFA,1993,edi,0.482,0.41,0.543,0.066
BFA,1993,egdi,0.635,0.573,0.716,0.073
BFA,1993,ldi,0.503,0.415,0.568,0.077
BFA,1993,pdi,0.35,0.304,0.417,0.058
BFA,1994,ddi,0.705,0.606,0.818,0.626
BFA,1994,edi,0.482,0.41,0.543,0.066
BFA,1994,egdi,0.635,0.573,0.716,0.073
BFA,1994,ldi,0.503,0.415,0.568,0.077
BFA,1994,pdi,0.35,0.304,0.417,0.058
BFA,1995,ddi,0.705,0.606,0.818,0.626
BFA,1995,edi,0.482,0.41,0.543,0.066
BFA,1995,egdi,0.635,0.573,0.716,0.073
BFA,1995,ldi,0.503,0.415,0.568,0.077
BFA,1995,pdi,0.365,0.324,0.43,0.053
BFA,1996,ddi,0.705,0.606,0.818,0.626
BFA,1996,edi,0.481,0.416,0.545,0.065
BFA,1996,egdi,0.635,0.573,0.716,0.073
BFA,1996,ldi,0.503,0.415,0.568,0.077
BFA,1996,pdi,0.365,0.324,0.43,0.053
BFA,1997,ddi,0.705,0.606,0.818,0.626
BFA,1997,edi,0.493,0.427,0.555,0.063
BFA,1997,egdi,0.635,0.573,0.716,0.073
BFA,1997,ldi,0.501,0.426,0.581,0.076
BFA,1997,pdi,0.372,0.33,0.437,0.053
BFA,1998,ddi,0.705,0.606,0.818,0.626
BFA,1998,edi,0.499,0.44,0.567,0.063
BFA,1998,egdi,0.635,0.573,0.716,0.073
BFA,1998,ldi,0.505,0.428,0.578,0.077
BFA,1998,pdi,0.372,0.33,0.437,0.053
BFA,1999,ddi,0.747,0.619,0.833,0.627
BFA,1999,edi,0.501,0.435,0.564,0.064
BFA,1999,egdi,0.636,0.573,0.718,0.073
BFA,1999,ldi,0.618,0.551,0.691,0.071
BFA,1999,pdi,0.372,0.33,0.437,0.053
BFA,2000,ddi,0.774,0.676,0.861,0.626
BFA,2000,edi,0.534,0.461,0.592,0.066
BFA,2000,egdi,0.634,0.564,0.709,0.073
BFA,2000,ldi,0.631,0.568,0.71,0.071
BFA,2000,pdi,0.404,0.369,0.455,0.047
BFA,2001,ddi,0.774,0.676,0.861,0.626
BFA,2001,edi,0.539,0.472,0.607,0.067
BFA,2001,egdi,0.634,0.564,0.709,0.073
BFA,2001,ldi,0.631,0.568,0.71,0.071
BFA,2001,pdi,0.404,0.369,0.455,0.047
BFA,2002,ddi,0.774,0.676,0.861,0.626
BFA,2002,edi,0.536,0.468,0.599,0.066
BFA,2002,egdi,0.634,0.564,0.709,0.073
BFA,2002,ldi,0.631,0.568,0.71,0.071
BFA,2002,pdi,0.404,0.369,0.455,0.047
BFA,2003,ddi,0.774,0.676,0.861,0.626
BFA,2003,edi,0.535,0.465,0.595,0.065
BFA,2003,egdi,0.634,0.564,0.709,0.073
BFA,2003,ldi,0.631,0.568,0.71,0.071
BFA,2003,pdi,0.404,0.369,0.455,0.047
BFA,2004,ddi,0.813,0.712,0.88,0.624
BFA,2004,edi,0.535,0.465,0.595,0.065
BFA,2004,egdi,0.634,0.564,0.709,0.073
BFA,2004,ldi,0.631,0.568,0.71,0.071
BFA,2004,pdi,0.404,0.369,0.455,0.047
BFA,2005,ddi,0.813,0.712,0.88,0.624
BFA,2005,edi,0.539,0.471,0.6,0.065
BFA,2005,egdi,0.634,0.564,0.709,0.073
BFA,2005,ldi,0.631,0.568,0.71,0.071
BFA,2005,pdi,0.404,0.369,0.455,0.047
BFA,2006,ddi,0.809,0.71,0.881,0.624
BFA,2006,edi,0.569,0.508,0.632,0.063
BFA,2006,egdi,0.634,0.564,0.709,0.073
BFA,2006,ldi,0.63,0.559,0.703,0.07
BFA,2006,pdi,0.508,0.451,0.555,0.054
BFA,2007,ddi,0.809,0.71,0.881,0.624
BFA,2007,edi,0.563,0.498,0.624,0.063
BFA,2007,egdi,0.634,0.577,0.72,0.073
BFA,2007,ldi,0.63,0.559,0.703,0.07
BFA,2007,pdi,0.505,0.463,0.564,0.052
BFA,2008,ddi,0.816,0.724,0.894,0.626
BFA,2008,edi,0.564,0.504,0.632,0.064
