country_code,year,metric_code,mean,low,high,sd
MOZ,2001,ddi,0.317,0.258,0.365,0.054
MOZ,2001,edi,0.436,0.38,0.487,0.054
MOZ,2001,egdi,0.292,0.248,0.333,0.043
MOZ,2001,ldi,0.314,0.278,0.357,0.042
MOZ,2001,pdi,0.28,0.243,0.312,0.035
MOZ,2002,ddi,0.321,0.274,0.379,0.053
MOZ,2002,edi,0.436,0.38,0.487,0.054
MOZ,2002,egdi,0.292,0.248,0.333,0.043
MOZ,2002,ldi,0.313,0.268,0.348,0.042
MOZ,2002,pdi,0.28,0.243,0.312,0.035
MOZ,2003,ddi,0.327,0.273,0.38,0.055
MOZ,2003,edi,0.438,0.38,0.486,0.054
MOZ,2003,egdi,0.293,0.25,0.334,0.044
MOZ,2003,ldi,0.315,0.272,0.351,0.041
MOZ,2003,pdi,0.282,0.243,0.311,0.035
MOZ,2004,ddi,0.329,0.275,0.384,0.055
MOZ,2004,edi,0.442,0.384,0.491,0.055
MOZ,2004,egdi,0.295,0.252,0.336,0.044
MOZ,2004,ldi,0.315,0.27,0.352,0.043
MOZ,2004,pdi,0.282,0.248,0.318,0.037
MOZ,2005,ddi,0.354,0.302,0.415,0.057
MOZ,2005,edi,0.487,0.421,0.541,0.059
MOZ,2005,egdi,0.314,0.264,0.358,0.049
MOZ,2005,ldi,0.337,0.285,0.377,0.046
MOZ,2005,pdi,0.293,0.251,0.331,0.04
MOZ,2006,ddi,0.354,0.297,0.414,0.059
MOZ,2006,edi,0.488,0.421,0.543,0.061
MOZ,2006,egdi,0.316,0.263,0.356,0.049
MOZ,2006,ldi,0.34,0.288,0.38,0.047
MOZ,2006,pdi,0.294,0.25,0.331,0.041
MOZ,2007,ddi,0.35,0.297,0.415,0.059
MOZ,2007,edi,0.488,0.422,0.541,0.059
MOZ,2007,egdi,0.316,0.26,0.354,0.047
MOZ,2007,ldi,0.339,0.289,0.379,0.046
MOZ,2007,pdi,0.294,0.257,0.336,0.041
MOZ,2008,ddi,0.349,0.29,0.407,0.059
MOZ,2008,edi,0.485,0.426,0.543,0.059
MOZ,2008,egdi,0.312,0.268,0.362,0.048
MOZ,2008,ldi,0.336,0.285,0.377,0.046
MOZ,2008,pdi,0.292,0.25,0.328,0.04
MOZ,2009,ddi,0.356,0.295,0.411,0.058
MOZ,2009,edi,0.478,0.424,0.535,0.058
MOZ,2009,egdi,0.309,0.259,0.35,0.047
MOZ,2009,ldi,0.331,0.276,0.363,0.044
MOZ,2009,pdi,0.289,0.25,0.327,0.039
MOZ,2010,ddi,0.311,0.26,0.363,0.053
MOZ,2010,edi,0.442,0.387,0.493,0.053
MOZ,2010,egdi,0.298,0.256,0.34,0.043
MOZ,2010,ldi,0.313,0.273,0.353,0.041
MOZ,2010,pdi,0.271,0.233,0.302,0.035
MOZ,2011,ddi,0.322,0.269,0.375,0.054
MOZ,2011,edi,0.442,0.38,0.491,0.056
MOZ,2011,egdi,0.298,0.252,0.337,0.044
MOZ,2011,ldi,0.315,0.273,0.353,0.042
MOZ,2011,pdi,0.272,0.237,0.307,0.036
MOZ,2012,ddi,0.325,0.268,0.371,0.053
MOZ,2012,edi,0.442,0.38,0.491,0.056
MOZ,2012,egdi,0.297,0.253,0.341,0.045
MOZ,2012,ldi,0.314,0.28,0.358,0.041
MOZ,2012,pdi,0.272,0.237,0.307,0.036
MOZ,2013,ddi,0.307,0.253,0.359,0.053
MOZ,2013,edi,0.447,0.394,0.498,0.053
MOZ,2013,egdi,0.302,0.257,0.344,0.043
MOZ,2013,ldi,0.317,0.274,0.357,0.042
MOZ,2013,pdi,0.274,0.237,0.309,0.036
MOZ,2014,ddi,0.315,0.263,0.368,0.055
MOZ,2014,edi,0.443,0.382,0.486,0.054
MOZ,2014,egdi,0.296,0.254,0.336,0.043
MOZ,2014,ldi,0.318,0.276,0.357,0.042
MOZ,2014,pdi,0.272,0.237,0.306,0.036
MOZ,2015,ddi,0.307,0.253,0.366,0.057
MOZ,2015,edi,0.448,0.389,0.497,0.054
MOZ,2015,egdi,0.294,0.255,0.339,0.044
MOZ,2015,ldi,0.32,0.272,0.353,0.041
MOZ,2015,pdi,0.274,0.234,0.307,0.037
MOZ,2016,ddi,0.306,0.244,0.355,0.055
MOZ,2016,edi,0.442,0.385,0.486,0.052
MOZ,2016,egdi,0.283,0.24,0.324,0.042
MOZ,2016,ldi,0.309,0.255,0.336,0.041
MOZ,2016,pdi,0.275,0.242,0.307,0.035
MOZ,2017,ddi,0.295,0.236,0.339,0.052
MOZ,2017,edi,0.414,0.361,0.455,0.048
MOZ,2017,egdi,0.271,0.237,0.315,0.04
MOZ,2017,ldi,0.288,0.253,0.325,0.037
MOZ,2017,pdi,0.261,0.227,0.292,0.033
MOZ,2018,ddi,0.281,0.23,0.327,0.049
MOZ,2018,edi,0.402,0.351,0.441,0.047
MOZ,2018,egdi,0.263,0.223,0.299,0.039
MOZ,2018,ldi,0.277,0.239,0.308,0.036
MOZ,2018,pdi,0.255,0.224,0.284,0.031
MOZ,2019,ddi,0.277,0.226,0.322,0.049
MOZ,2019,edi,0.397,0.347,0.436,0.046
MOZ,2019,egdi,0.259,0.22,0.295,0.039
MOZ,2019,ldi,0.271,0.234,0.303,0.036
MOZ,2019,pdi,0.252,0.221,0.28,0.03
MOZ,2020,ddi,0.258,0.208,0.302,0.047
MOZ,2020,edi,0.372,0.328,0.405,0.041
MOZ,2020,egdi,0.24,0.201,0.271,0.036
MOZ,2020,ldi,0.254,0.217,0.28,0.032
MOZ,2020,pdi,0.231,0.205,0.261,0.03
MRT,1990,ddi,0.033,0.014,0.045,0.019
MRT,1990,edi,0.115,0.101,0.127,0.013
MRT,1990,egdi,0.091,0.069,0.112,0.022
MRT,1990,ldi,0.048,0.038,0.059,0.011
MRT,1990,pdi,0.051,0.034,0.067,0.017
MRT,1991,ddi,0.035,0.016,0.048,0.02
MRT,1991,edi,0.131,0.114,0.145,0.016
MRT,1991,egdi,0.089,0.068,0.111,0.023
MRT,1991,ldi,0.054,0.041,0.064,0.011
MRT,1991,pdi,0.071,0.051,0.084,0.018
MRT,1992,ddi,0.118,0.071,0.146,0.037
MRT,1992,edi,0.211,0.19,0.233,0.022
MRT,1992,egdi,0.12,0.093,0.145,0.027
MRT,1992,ldi,0.096,0.076,0.11,0.017
MRT,1992,pdi,0.093,0.07,0.113,0.022
MRT,1993,ddi,0.18,0.131,0.225,0.046
MRT,1993,edi,0.301,0.265,0.332,0.037
MRT,1993,egdi,0.153,0.125,0.184,0.03
MRT,1993,ldi,0.125,0.103,0.145,0.022
MRT,1993,pdi,0.119,0.093,0.143,0.026
MRT,1994,ddi,0.184,0.141,0.236,0.047
MRT,1994,edi,0.311,0.274,0.341,0.037
MRT,1994,egdi,0.159,0.124,0.183,0.03
MRT,1994,ldi,0.128,0.107,0.148,0.022
MRT,1994,pdi,0.121,0.091,0.143,0.026
MRT,1995,ddi,0.183,0.129,0.225,0.047
MRT,1995,edi,0.31,0.272,0.343,0.037
MRT,1995,egdi,0.158,0.126,0.184,0.03
MRT,1995,ldi,0.128,0.109,0.152,0.022
MRT,1995,pdi,0.122,0.094,0.144,0.025
MRT,1996,ddi,0.182,0.131,0.226,0.047
MRT,1996,edi,0.307,0.271,0.337,0.036
MRT,1996,egdi,0.151,0.124,0.178,0.028
MRT,1996,ldi,0.137,0.112,0.157,0.023
MRT,1996,pdi,0.12,0.092,0.141,0.025
MRT,1997,ddi,0.179,0.127,0.22,0.045
MRT,1997,edi,0.295,0.262,0.319,0.031
MRT,1997,egdi,0.147,0.122,0.174,0.028
MRT,1997,ldi,0.132,0.11,0.153,0.022
MRT,1997,pdi,0.115,0.086,0.132,0.024
MRT,1998,ddi,0.178,0.135,0.23,0.046
MRT,1998,edi,0.298,0.261,0.323,0.034
MRT,1998,egdi,0.148,0.119,0.172,0.028
MRT,1998,ldi,0.133,0.109,0.154,0.023
MRT,1998,pdi,0.115,0.091,0.138,0.024
MRT,1999,ddi,0.178,0.135,0.23,0.046
MRT,1999,edi,0.298,0.261,0.323,0.034
MRT,1999,egdi,0.148,0.119,0.172,0.028
MRT,1999,ldi,0.133,0.109,0.154,0.023
MRT,1999,pdi,0.114,0.09,0.136,0.024
MRT,2000,ddi,0.21,0.159,0.258,0.048
MRT,2000,edi,0.311,0.28,0.343,0.033
MRT,2000,egdi,0.152,0.121,0.176,0.028
MRT,2000,ldi,0.14,0.118,0.163,0.023
MRT,2000,pdi,0.134,0.103,0.158,0.027
MRT,2001,ddi,0.211,0.159,0.257,0.048
MRT,2001,edi,0.315,0.281,0.343,0.034
MRT,2001,egdi,0.154,0.127,0.183,0.029
MRT,2001,ldi,0.142,0.117,0.161,0.024
MRT,2001,pdi,0.134,0.104,0.161,0.028
MRT,2002,ddi,0.214,0.163,0.262,0.048
MRT,2002,edi,0.32,0.288,0.355,0.037
MRT,2002,egdi,0.155,0.129,0.186,0.03
MRT,2002,ldi,0.144,0.122,0.168,0.024
MRT,2002,pdi,0.134,0.107,0.164,0.028
MRT,2003,ddi,0.214,0.163,0.262,0.048
MRT,2003,edi,0.319,0.286,0.353,0.037
MRT,2003,egdi,0.155,0.129,0.186,0.029
MRT,2003,ldi,0.143,0.119,0.166,0.024
MRT,2003,pdi,0.132,0.106,0.162,0.028
MRT,2004,ddi,0.214,0.165,0.262,0.049
MRT,2004,edi,0.317,0.28,0.344,0.035
MRT,2004,egdi,0.154,0.126,0.184,0.03
MRT,2004,ldi,0.144,0.121,0.166,0.024
MRT,2004,pdi,0.13,0.103,0.158,0.027
MRT,2005,ddi,0.203,0.154,0.252,0.048
MRT,2005,edi,0.286,0.258,0.311,0.028
MRT,2005,egdi,0.156,0.128,0.183,0.028
MRT,2005,ldi,0.116,0.097,0.133,0.019
MRT,2005,pdi,0.131,0.107,0.156,0.024
MRT,2006,ddi,0.282,0.259,0.311,0.028
MRT,2006,edi,0.246,0.229,0.262,0.017
MRT,2006,egdi,0.15,0.123,0.178,0.028
MRT,2006,ldi,0.121,0.104,0.137,0.017
MRT,2006,pdi,0.129,0.107,0.151,0.022
MRT,2007,ddi,0.405,0.363,0.454,0.048
MRT,2007,edi,0.44,0.385,0.482,0.049
MRT,2007,egdi,0.227,0.183,0.266,0.042
MRT,2007,ldi,0.229,0.196,0.265,0.036
MRT,2007,pdi,0.188,0.154,0.219,0.033
MRT,2008,ddi,0.372,0.323,0.422,0.05
MRT,2008,edi,0.406,0.359,0.45,0.045
MRT,2008,egdi,0.215,0.172,0.253,0.041
MRT,2008,ldi,0.232,0.195,0.265,0.036
MRT,2008,pdi,0.176,0.142,0.206,0.032
MRT,2009,ddi,0.312,0.264,0.364,0.051
MRT,2009,edi,0.371,0.337,0.411,0.037
MRT,2009,egdi,0.199,0.16,0.233,0.037
MRT,2009,ldi,0.2,0.166,0.226,0.031
MRT,2009,pdi,0.157,0.125,0.183,0.029
MRT,2010,ddi,0.368,0.303,0.429,0.064
MRT,2010,edi,0.481,0.417,0.535,0.06
MRT,2010,egdi,0.244,0.193,0.281,0.045
MRT,2010,ldi,0.236,0.194,0.268,0.039
MRT,2010,pdi,0.196,0.157,0.23,0.037
MRT,2011,ddi,0.368,0.303,0.429,0.064
MRT,2011,edi,0.481,0.417,0.535,0.06
MRT,2011,egdi,0.244,0.193,0.281,0.045
MRT,2011,ldi,0.239,0.196,0.273,0.039
MRT,2011,pdi,0.195,0.155,0.229,0.037
MRT,2012,ddi,0.363,0.308,0.438,0.066
MRT,2012,edi,0.484,0.417,0.536,0.061
MRT,2012,egdi,0.245,0.193,0.283,0.047
MRT,2012,ldi,0.238,0.197,0.275,0.04
MRT,2012,pdi,0.194,0.155,0.227,0.037
MRT,2013,ddi,0.3,0.227,0.355,0.064
MRT,2013,edi,0.465,0.403,0.516,0.059
MRT,2013,egdi,0.219,0.179,0.262,0.043
MRT,2013,ldi,0.183,0.149,0.214,0.035
MRT,2013,pdi,0.201,0.161,0.235,0.038
MRT,2014,ddi,0.284,0.224,0.348,0.061
MRT,2014,edi,0.429,0.367,0.481,0.058
MRT,2014,egdi,0.2,0.155,0.234,0.041
MRT,2014,ldi,0.16,0.129,0.193,0.033
MRT,2014,pdi,0.186,0.151,0.222,0.036
MRT,2015,ddi,0.289,0.223,0.348,0.062
MRT,2015,edi,0.436,0.369,0.483,0.058
MRT,2015,egdi,0.203,0.161,0.243,0.042
MRT,2015,ldi,0.164,0.124,0.187,0.033
MRT,2015,pdi,0.186,0.149,0.224,0.037
MRT,2016,ddi,0.289,0.223,0.348,0.062
MRT,2016,edi,0.436,0.369,0.483,0.058
MRT,2016,egdi,0.201,0.16,0.242,0.042
MRT,2016,ldi,0.164,0.124,0.187,0.033
MRT,2016,pdi,0.185,0.148,0.223,0.037
MRT,2017,ddi,0.237,0.178,0.287,0.054
MRT,2017,edi,0.395,0.346,0.448,0.051
MRT,2017,egdi,0.145,0.102,0.178,0.039
MRT,2017,ldi,0.135,0.106,0.16,0.028
MRT,2017,pdi,0.181,0.147,0.214,0.034
MRT,2018,ddi,0.266,0.21,0.331,0.059
MRT,2018,edi,0.397,0.344,0.448,0.053
MRT,2018,egdi,0.159,0.117,0.192,0.038
MRT,2018,ldi,0.157,0.125,0.186,0.032
MRT,2018,pdi,0.243,0.201,0.274,0.037
MRT,2019,ddi,0.296,0.238,0.353,0.058
MRT,2019,edi,0.403,0.338,0.448,0.056
MRT,2019,egdi,0.167,0.125,0.206,0.041
MRT,2019,ldi,0.17,0.135,0.197,0.033
MRT,2019,pdi,0.265,0.226,0.302,0.039
MRT,2020,ddi,0.321,0.274,0.381,0.055
MRT,2020,edi,0.401,0.339,0.447,0.055
MRT,2020,egdi,0.175,0.136,0.216,0.042
MRT,2020,ldi,0.185,0.151,0.216,0.034
MRT,2020,pdi,0.277,0.24,0.313,0.038
MUS,1990,ddi,0.754,0.711,0.83,0.059
MUS,1990,edi,0.8,0.752,0.858,0.055
MUS,1990,egdi,0.639,0.571,0.698,0.064
MUS,1990,ldi,0.679,0.62,0.74,0.061
MUS,1990,pdi,0.509,0.463,0.562,0.05
MUS,1991,ddi,0.754,0.704,0.821,0.059
MUS,1991,edi,0.799,0.754,0.861,0.055
MUS,1991,egdi,0.638,0.575,0.702,0.064
MUS,1991,ldi,0.679,0.621,0.741,0.061
MUS,1991,pdi,0.508,0.461,0.561,0.051
MUS,1992,ddi,0.752,0.703,0.815,0.059
MUS,1992,edi,0.799,0.749,0.854,0.056
MUS,1992,egdi,0.634,0.574,0.707,0.066
MUS,1992,ldi,0.684,0.619,0.737,0.06
MUS,1992,pdi,0.509,0.457,0.557,0.051
MUS,1993,ddi,0.761,0.717,0.83,0.058
MUS,1993,edi,0.807,0.763,0.866,0.054
MUS,1993,egdi,0.644,0.569,0.701,0.066
MUS,1993,ldi,0.693,0.636,0.756,0.059
MUS,1993,pdi,0.517,0.469,0.566,0.05
MUS,1994,ddi,0.761,0.717,0.83,0.058
MUS,1994,edi,0.807,0.763,0.866,0.054
MUS,1994,egdi,0.644,0.569,0.701,0.066
MUS,1994,ldi,0.693,0.636,0.756,0.059
MUS,1994,pdi,0.517,0.469,0.566,0.05
MUS,1995,ddi,0.761,0.717,0.83,0.058
MUS,1995,edi,0.807,0.762,0.866,0.054
MUS,1995,egdi,0.644,0.57,0.701,0.066
MUS,1995,ldi,0.693,0.637,0.756,0.059
MUS,1995,pdi,0.517,0.469,0.566,0.05
MUS,1996,ddi,0.761,0.712,0.823,0.057
MUS,1996,edi,0.807,0.747,0.85,0.053
MUS,1996,egdi,0.642,0.593,0.723,0.064
MUS,1996,ldi,0.693,0.64,0.755,0.058
MUS,1996,pdi,0.516,0.47,0.567,0.05
MUS,1997,ddi,0.761,0.712,0.823,0.057
MUS,1997,edi,0.807,0.747,0.85,0.053
MUS,1997,egdi,0.642,0.593,0.723,0.064
MUS,1997,ldi,0.693,0.64,0.755,0.058
MUS,1997,pdi,0.516,0.47,0.567,0.05
MUS,1998,ddi,0.761,0.712,0.823,0.057
MUS,1998,edi,0.807,0.747,0.85,0.053
MUS,1998,egdi,0.642,0.593,0.723,0.064
MUS,1998,ldi,0.693,0.64,0.755,0.058
MUS,1998,pdi,0.516,0.47,0.567,0.05
MUS,1999,ddi,0.761,0.712,0.823,0.057
MUS,1999,edi,0.807,0.747,0.85,0.053
MUS,1999,egdi,0.642,0.593,0.723,0.064
MUS,1999,ldi,0.693,0.642,0.757,0.059
MUS,1999,pdi,0.516,0.47,0.567,0.05
MUS,2000,ddi,0.769,0.715,0.824,0.056
MUS,2000,edi,0.808,0.755,0.857,0.053
MUS,2000,egdi,0.658,0.593,0.718,0.063
MUS,2000,ldi,0.709,0.656,0.767,0.057
MUS,2000,pdi,0.519,0.472,0.572,0.05
MUS,2001,ddi,0.768,0.72,0.831,0.057
MUS,2001,edi,0.807,0.763,0.867,0.054
MUS,2001,egdi,0.659,0.594,0.723,0.064
MUS,2001,ldi,0.709,0.658,0.773,0.058
MUS,2001,pdi,0.52,0.464,0.564,0.051
MUS,2002,ddi,0.773,0.73,0.841,0.057
MUS,2002,edi,0.812,0.771,0.872,0.054
MUS,2002,egdi,0.662,0.596,0.726,0.065
MUS,2002,ldi,0.714,0.66,0.774,0.058
MUS,2002,pdi,0.523,0.477,0.578,0.051
MUS,2003,ddi,0.773,0.73,0.841,0.057
MUS,2003,edi,0.812,0.771,0.872,0.054
MUS,2003,egdi,0.662,0.596,0.726,0.065
MUS,2003,ldi,0.714,0.66,0.774,0.058
MUS,2003,pdi,0.523,0.477,0.578,0.051
MUS,2004,ddi,0.773,0.73,0.841,0.057
MUS,2004,edi,0.812,0.771,0.872,0.054
MUS,2004,egdi,0.662,0.596,0.726,0.065
MUS,2004,ldi,0.714,0.66,0.774,0.058
MUS,2004,pdi,0.523,0.477,0.578,0.051
MUS,2005,ddi,0.776,0.73,0.84,0.056
MUS,2005,edi,0.815,0.774,0.875,0.053
MUS,2005,egdi,0.665,0.6,0.728,0.064
MUS,2005,ldi,0.716,0.667,0.779,0.058
MUS,2005,pdi,0.525,0.479,0.58,0.051
MUS,2006,ddi,0.779,0.726,0.838,0.055
MUS,2006,edi,0.819,0.777,0.881,0.052
MUS,2006,egdi,0.669,0.603,0.727,0.063
MUS,2006,ldi,0.719,0.662,0.776,0.057
MUS,2006,pdi,0.527,0.467,0.569,0.051
MUS,2007,ddi,0.779,0.726,0.838,0.055
MUS,2007,edi,0.819,0.777,0.881,0.052
MUS,2007,egdi,0.669,0.603,0.727,0.063
MUS,2007,ldi,0.719,0.662,0.776,0.057
MUS,2007,pdi,0.527,0.467,0.569,0.051
MUS,2008,ddi,0.779,0.726,0.838,0.055
MUS,2008,edi,0.819,0.777,0.881,0.052
MUS,2008,egdi,0.669,0.603,0.727,0.063
MUS,2008,ldi,0.714,0.665,0.78,0.057
MUS,2008,pdi,0.527,0.467,0.569,0.051
MUS,2009,ddi,0.779,0.726,0.838,0.055
MUS,2009,edi,0.819,0.777,0.881,0.052
MUS,2009,egdi,0.669,0.603,0.727,0.063
MUS,2009,ldi,0.714,0.665,0.78,0.057
MUS,2009,pdi,0.527,0.467,0.569,0.051
MUS,2010,ddi,0.789,0.74,0.845,0.054
MUS,2010,edi,0.826,0.784,0.881,0.051
MUS,2010,egdi,0.692,0.638,0.761,0.062
MUS,2010,ldi,0.73,0.68,0.793,0.057
MUS,2010,pdi,0.533,0.49,0.586,0.049
MUS,2011,ddi,0.788,0.739,0.841,0.054
MUS,2011,edi,0.826,0.784,0.878,0.05
MUS,2011,egdi,0.692,0.636,0.755,0.061
MUS,2011,ldi,0.73,0.674,0.784,0.056
MUS,2011,pdi,0.533,0.486,0.584,0.049
MUS,2012,ddi,0.788,0.739,0.841,0.054
MUS,2012,edi,0.826,0.784,0.878,0.05
MUS,2012,egdi,0.692,0.636,0.755,0.061
MUS,2012,ldi,0.73,0.674,0.784,0.056
MUS,2012,pdi,0.533,0.486,0.584,0.049
MUS,2013,ddi,0.745,0.681,0.802,0.061
MUS,2013,edi,0.818,0.775,0.871,0.052
MUS,2013,egdi,0.665,0.607,0.736,0.065
MUS,2013,ldi,0.713,0.658,0.768,0.057
MUS,2013,pdi,0.528,0.478,0.577,0.05
MUS,2014,ddi,0.703,0.629,0.768,0.069
MUS,2014,edi,0.811,0.769,0.869,0.053
MUS,2014,egdi,0.66,0.606,0.736,0.066
MUS,2014,ldi,0.692,0.626,0.74,0.058
MUS,2014,pdi,0.523,0.476,0.578,0.051
MUS,2015,ddi,0.738,0.673,0.8,0.066
MUS,2015,edi,0.84,0.801,0.894,0.05
MUS,2015,egdi,0.687,0.633,0.761,0.065
MUS,2015,ldi,0.719,0.667,0.777,0.057
MUS,2015,pdi,0.542,0.496,0.596,0.051
MUS,2016,ddi,0.735,0.687,0.811,0.065
MUS,2016,edi,0.837,0.795,0.89,0.05
MUS,2016,egdi,0.686,0.622,0.749,0.065
MUS,2016,ldi,0.716,0.667,0.778,0.057
MUS,2016,pdi,0.541,0.497,0.596,0.05
MUS,2017,ddi,0.752,0.701,0.818,0.061
MUS,2017,edi,0.836,0.79,0.885,0.05
MUS,2017,egdi,0.698,0.632,0.76,0.064
MUS,2017,ldi,0.714,0.654,0.765,0.057
MUS,2017,pdi,0.545,0.499,0.596,0.049
MUS,2018,ddi,0.762,0.713,0.83,0.061
MUS,2018,edi,0.84,0.798,0.893,0.051
MUS,2018,egdi,0.698,0.632,0.763,0.065
MUS,2018,ldi,0.729,0.67,0.78,0.056
MUS,2018,pdi,0.538,0.493,0.597,0.053
MUS,2019,ddi,0.746,0.694,0.815,0.063
MUS,2019,edi,0.822,0.778,0.879,0.053
MUS,2019,egdi,0.682,0.617,0.748,0.066
MUS,2019,ldi,0.713,0.653,0.766,0.058
MUS,2019,pdi,0.527,0.48,0.585,0.053
MUS,2020,ddi,0.552,0.487,0.626,0.068
MUS,2020,edi,0.625,0.544,0.687,0.071
MUS,2020,egdi,0.49,0.423,0.554,0.068
MUS,2020,ldi,0.504,0.434,0.56,0.062
MUS,2020,pdi,0.395,0.343,0.449,0.053
MWI,1990,ddi,0.051,0.027,0.067,0.022
MWI,1990,edi,0.169,0.153,0.184,0.016
MWI,1990,egdi,0.124,0.098,0.148,0.025
MWI,1990,ldi,0.081,0.064,0.098,0.017
MWI,1990,pdi,0.056,0.046,0.066,0.011
MWI,1991,ddi,0.051,0.027,0.067,0.022
MWI,1991,edi,0.169,0.153,0.184,0.016
MWI,1991,egdi,0.124,0.098,0.148,0.025
MWI,1991,ldi,0.078,0.063,0.098,0.017
MWI,1991,pdi,0.056,0.046,0.066,0.011
MWI,1992,ddi,0.077,0.046,0.101,0.028
MWI,1992,edi,0.191,0.176,0.208,0.016
MWI,1992,egdi,0.128,0.102,0.153,0.026
MWI,1992,ldi,0.087,0.067,0.104,0.019
MWI,1992,pdi,0.06,0.049,0.069,0.011
MWI,1993,ddi,0.148,0.105,0.184,0.04
MWI,1993,edi,0.247,0.226,0.267,0.021
MWI,1993,egdi,0.156,0.124,0.184,0.03
MWI,1993,ldi,0.109,0.085,0.128,0.021
MWI,1993,pdi,0.082,0.069,0.093,0.014
MWI,1994,ddi,0.279,0.235,0.332,0.05
MWI,1994,edi,0.382,0.338,0.423,0.044
MWI,1994,egdi,0.213,0.173,0.251,0.04
MWI,1994,ldi,0.234,0.2,0.265,0.034
MWI,1994,pdi,0.146,0.118,0.171,0.027
MWI,1995,ddi,0.446,0.375,0.504,0.066
MWI,1995,edi,0.565,0.496,0.625,0.063
MWI,1995,egdi,0.341,0.296,0.402,0.055
MWI,1995,ldi,0.433,0.382,0.484,0.052
MWI,1995,pdi,0.274,0.237,0.313,0.04
MWI,1996,ddi,0.448,0.374,0.504,0.065
MWI,1996,edi,0.569,0.51,0.634,0.062
MWI,1996,egdi,0.34,0.281,0.387,0.054
MWI,1996,ldi,0.441,0.391,0.493,0.052
MWI,1996,pdi,0.276,0.237,0.314,0.039
MWI,1997,ddi,0.448,0.374,0.504,0.065
MWI,1997,edi,0.569,0.51,0.634,0.062
MWI,1997,egdi,0.34,0.281,0.387,0.054
MWI,1997,ldi,0.44,0.387,0.491,0.052
MWI,1997,pdi,0.276,0.237,0.314,0.039
MWI,1998,ddi,0.448,0.374,0.504,0.065
MWI,1998,edi,0.569,0.51,0.634,0.062
MWI,1998,egdi,0.34,0.281,0.387,0.054
MWI,1998,ldi,0.44,0.387,0.491,0.052
MWI,1998,pdi,0.276,0.237,0.314,0.039
MWI,1999,ddi,0.408,0.348,0.468,0.06
MWI,1999,edi,0.515,0.453,0.573,0.06
MWI,1999,egdi,0.309,0.254,0.352,0.049
MWI,1999,ldi,0.405,0.357,0.452,0.048
MWI,1999,pdi,0.249,0.21,0.282,0.037
MWI,2000,ddi,0.343,0.273,0.391,0.06
MWI,2000,edi,0.475,0.414,0.53,0.058
MWI,2000,egdi,0.298,0.251,0.339,0.046
MWI,2000,ldi,0.379,0.337,0.423,0.045
MWI,2000,pdi,0.279,0.234,0.31,0.038
MWI,2001,ddi,0.343,0.273,0.391,0.06
MWI,2001,edi,0.475,0.414,0.53,0.058
MWI,2001,egdi,0.298,0.251,0.339,0.046
MWI,2001,ldi,0.384,0.34,0.429,0.046
MWI,2001,pdi,0.279,0.234,0.31,0.038
MWI,2002,ddi,0.343,0.273,0.391,0.06
MWI,2002,edi,0.475,0.414,0.53,0.058
MWI,2002,egdi,0.298,0.251,0.339,0.046
MWI,2002,ldi,0.386,0.337,0.424,0.045
MWI,2002,pdi,0.279,0.234,0.31,0.038
MWI,2003,ddi,0.341,0.28,0.4,0.06
MWI,2003,edi,0.475,0.414,0.53,0.058
MWI,2003,egdi,0.298,0.251,0.339,0.046
MWI,2003,ldi,0.386,0.337,0.424,0.045
MWI,2003,pdi,0.279,0.234,0.31,0.038
MWI,2004,ddi,0.349,0.296,0.405,0.055
MWI,2004,edi,0.457,0.393,0.503,0.055
MWI,2004,egdi,0.284,0.241,0.325,0.044
MWI,2004,ldi,0.377,0.333,0.415,0.043
MWI,2004,pdi,0.22,0.189,0.252,0.032
MWI,2005,ddi,0.384,0.332,0.426,0.048
MWI,2005,edi,0.449,0.394,0.504,0.056
MWI,2005,egdi,0.277,0.235,0.319,0.043
MWI,2005,ldi,0.371,0.329,0.409,0.043
MWI,2005,pdi,0.224,0.195,0.258,0.033
MWI,2006,ddi,0.387,0.34,0.437,0.051
MWI,2006,edi,0.443,0.387,0.49,0.055
MWI,2006,egdi,0.275,0.235,0.317,0.043
MWI,2006,ldi,0.37,0.331,0.412,0.042
MWI,2006,pdi,0.222,0.192,0.251,0.031
MWI,2007,ddi,0.383,0.337,0.428,0.05
MWI,2007,edi,0.443,0.387,0.49,0.055
MWI,2007,egdi,0.274,0.226,0.31,0.044
MWI,2007,ldi,0.369,0.331,0.412,0.043
MWI,2007,pdi,0.222,0.192,0.251,0.031
MWI,2008,ddi,0.385,0.334,0.425,0.049
MWI,2008,edi,0.443,0.387,0.49,0.055
MWI,2008,egdi,0.274,0.226,0.31,0.044
MWI,2008,ldi,0.369,0.322,0.4,0.042
MWI,2008,pdi,0.222,0.192,0.251,0.031
MWI,2009,ddi,0.414,0.359,0.466,0.055
MWI,2009,edi,0.497,0.43,0.548,0.06
MWI,2009,egdi,0.301,0.246,0.341,0.048
MWI,2009,ldi,0.398,0.349,0.441,0.047
MWI,2009,pdi,0.248,0.214,0.279,0.034
MWI,2010,ddi,0.392,0.334,0.453,0.06
MWI,2010,edi,0.516,0.461,0.581,0.059
MWI,2010,egdi,0.312,0.265,0.362,0.049
MWI,2010,ldi,0.406,0.357,0.451,0.048
MWI,2010,pdi,0.255,0.223,0.29,0.034
MWI,2011,ddi,0.391,0.321,0.444,0.062
MWI,2011,edi,0.518,0.449,0.575,0.062
