country_code,year,metric_code,mean,low,high,sd
AFG,1990,ddi,0.04,0.021,0.056,0.019
AFG,1990,edi,0.092,0.081,0.1,0.01
AFG,1990,egdi,0.095,0.074,0.12,0.023
AFG,1990,ldi,0.046,0.029,0.056,0.014
AFG,1990,pdi,0.027,0.012,0.035,0.013
AFG,1991,ddi,0.04,0.018,0.052,0.02
AFG,1991,edi,0.093,0.082,0.102,0.01
AFG,1991,egdi,0.094,0.069,0.115,0.023
AFG,1991,ldi,0.042,0.026,0.053,0.014
AFG,1991,pdi,0.027,0.014,0.038,0.013
AFG,1992,ddi,0.037,0.016,0.049,0.019
AFG,1992,edi,0.091,0.08,0.099,0.01
AFG,1992,egdi,0.073,0.051,0.095,0.022
AFG,1992,ldi,0.032,0.019,0.041,0.012
AFG,1992,pdi,0.029,0.015,0.039,0.013
AFG,1993,ddi,0.03,0.013,0.041,0.017
AFG,1993,edi,0.092,0.081,0.1,0.01
AFG,1993,egdi,0.044,0.028,0.061,0.017
AFG,1993,ldi,0.024,0.014,0.033,0.01
AFG,1993,pdi,0.03,0.015,0.038,0.013
AFG,1994,ddi,0.03,0.013,0.041,0.017
AFG,1994,edi,0.092,0.081,0.1,0.01
AFG,1994,egdi,0.044,0.028,0.061,0.017
AFG,1994,ldi,0.024,0.013,0.031,0.01
AFG,1994,pdi,0.03,0.015,0.038,0.013
AFG,1995,ddi,0.03,0.013,0.041,0.017
AFG,1995,edi,0.092,0.081,0.1,0.01
AFG,1995,egdi,0.041,0.024,0.054,0.016
AFG,1995,ldi,0.023,0.012,0.03,0.01
AFG,1995,pdi,0.025,0.011,0.032,0.012
AFG,1996,ddi,0.019,0.009,0.026,0.011
AFG,1996,edi,0.083,0.074,0.089,0.008
AFG,1996,egdi,0.038,0.021,0.051,0.016
AFG,1996,ldi,0.022,0.012,0.029,0.01
AFG,1996,pdi,0.019,0.009,0.025,0.009
AFG,1997,ddi,0.008,0.004,0.01,0.005
AFG,1997,edi,0.072,0.067,0.075,0.004
AFG,1997,egdi,0.038,0.02,0.052,0.016
AFG,1997,ldi,0.026,0.014,0.036,0.011
AFG,1997,pdi,0.013,0.007,0.017,0.007
AFG,1998,ddi,0.008,0.004,0.01,0.005
AFG,1998,edi,0.072,0.067,0.075,0.004
AFG,1998,egdi,0.038,0.02,0.052,0.016
AFG,1998,ldi,0.026,0.014,0.036,0.011
AFG,1998,pdi,0.013,0.007,0.017,0.007
AFG,1999,ddi,0.008,0.004,0.01,0.005
AFG,1999,edi,0.072,0.067,0.075,0.004
AFG,1999,egdi,0.038,0.02,0.052,0.016
AFG,1999,ldi,0.026,0.014,0.036,0.011
AFG,1999,pdi,0.013,0.007,0.017,0.007
AFG,2000,ddi,0.008,0.004,0.01,0.005
AFG,2000,edi,0.072,0.067,0.075,0.004
AFG,2000,egdi,0.038,0.018,0.049,0.016
AFG,2000,ldi,0.026,0.014,0.036,0.011
AFG,2000,pdi,0.013,0.007,0.017,0.007
AFG,2001,ddi,0.013,0.006,0.018,0.008
AFG,2001,edi,0.079,0.072,0.085,0.007
AFG,2001,egdi,0.04,0.02,0.051,0.017
AFG,2001,ldi,0.03,0.018,0.04,0.012
AFG,2001,pdi,0.018,0.009,0.025,0.01
AFG,2002,ddi,0.252,0.229,0.29,0.031
AFG,2002,edi,0.227,0.211,0.246,0.018
AFG,2002,egdi,0.148,0.121,0.178,0.029
AFG,2002,ldi,0.095,0.076,0.111,0.017
AFG,2002,pdi,0.097,0.081,0.118,0.018
AFG,2003,ddi,0.257,0.233,0.295,0.031
AFG,2003,edi,0.233,0.219,0.251,0.017
AFG,2003,egdi,0.158,0.134,0.192,0.028
AFG,2003,ldi,0.096,0.077,0.114,0.018
AFG,2003,pdi,0.101,0.086,0.12,0.017
AFG,2004,ddi,0.265,0.239,0.302,0.032
AFG,2004,edi,0.257,0.236,0.276,0.021
AFG,2004,egdi,0.165,0.134,0.194,0.029
AFG,2004,ldi,0.105,0.084,0.122,0.019
AFG,2004,pdi,0.116,0.095,0.135,0.02
AFG,2005,ddi,0.301,0.263,0.338,0.039
AFG,2005,edi,0.336,0.3,0.367,0.035
AFG,2005,egdi,0.203,0.171,0.239,0.034
AFG,2005,ldi,0.13,0.106,0.151,0.023
AFG,2005,pdi,0.141,0.118,0.164,0.023
AFG,2006,ddi,0.336,0.288,0.38,0.046
AFG,2006,edi,0.399,0.35,0.437,0.046
AFG,2006,egdi,0.231,0.189,0.266,0.04
AFG,2006,ldi,0.225,0.189,0.254,0.034
AFG,2006,pdi,0.161,0.131,0.189,0.028
AFG,2007,ddi,0.336,0.293,0.385,0.047
AFG,2007,edi,0.399,0.351,0.439,0.047
AFG,2007,egdi,0.233,0.197,0.274,0.04
AFG,2007,ldi,0.227,0.195,0.263,0.035
AFG,2007,pdi,0.159,0.135,0.192,0.029
AFG,2008,ddi,0.346,0.302,0.391,0.045
AFG,2008,edi,0.403,0.353,0.449,0.049
AFG,2008,egdi,0.232,0.194,0.271,0.04
AFG,2008,ldi,0.228,0.191,0.264,0.036
AFG,2008,pdi,0.16,0.126,0.183,0.029
AFG,2009,ddi,0.339,0.298,0.384,0.044
AFG,2009,edi,0.391,0.342,0.429,0.046
AFG,2009,egdi,0.231,0.192,0.269,0.039
AFG,2009,ldi,0.226,0.189,0.257,0.035
AFG,2009,pdi,0.158,0.132,0.185,0.028
AFG,2010,ddi,0.331,0.288,0.368,0.042
AFG,2010,edi,0.374,0.328,0.405,0.042
AFG,2010,egdi,0.224,0.191,0.267,0.038
AFG,2010,ldi,0.222,0.19,0.252,0.032
AFG,2010,pdi,0.151,0.128,0.178,0.026
AFG,2011,ddi,0.336,0.295,0.373,0.04
AFG,2011,edi,0.375,0.339,0.417,0.041
AFG,2011,egdi,0.225,0.182,0.26,0.038
AFG,2011,ldi,0.223,0.191,0.255,0.032
AFG,2011,pdi,0.151,0.125,0.175,0.026
AFG,2012,ddi,0.338,0.296,0.376,0.042
AFG,2012,edi,0.38,0.335,0.418,0.043
AFG,2012,egdi,0.226,0.19,0.267,0.039
AFG,2012,ldi,0.224,0.191,0.255,0.033
AFG,2012,pdi,0.154,0.128,0.181,0.027
AFG,2013,ddi,0.337,0.302,0.378,0.04
AFG,2013,edi,0.376,0.339,0.418,0.042
AFG,2013,egdi,0.215,0.179,0.254,0.038
AFG,2013,ldi,0.221,0.191,0.252,0.031
AFG,2013,pdi,0.161,0.138,0.188,0.026
AFG,2014,ddi,0.334,0.297,0.377,0.041
AFG,2014,edi,0.376,0.333,0.417,0.044
AFG,2014,egdi,0.216,0.172,0.248,0.039
AFG,2014,ldi,0.224,0.193,0.255,0.031
AFG,2014,pdi,0.16,0.133,0.186,0.027
AFG,2015,ddi,0.342,0.298,0.377,0.041
AFG,2015,edi,0.374,0.332,0.417,0.044
AFG,2015,egdi,0.22,0.182,0.26,0.039
AFG,2015,ldi,0.227,0.192,0.255,0.032
AFG,2015,pdi,0.166,0.138,0.19,0.027
AFG,2016,ddi,0.3,0.257,0.34,0.042
AFG,2016,edi,0.351,0.311,0.384,0.039
AFG,2016,egdi,0.193,0.156,0.228,0.036
AFG,2016,ldi,0.201,0.168,0.226,0.03
AFG,2016,pdi,0.151,0.13,0.176,0.024
AFG,2017,ddi,0.261,0.214,0.302,0.044
AFG,2017,edi,0.345,0.308,0.381,0.037
AFG,2017,egdi,0.185,0.146,0.216,0.034
AFG,2017,ldi,0.199,0.166,0.225,0.03
AFG,2017,pdi,0.142,0.12,0.165,0.023
AFG,2018,ddi,0.297,0.257,0.341,0.042
AFG,2018,edi,0.344,0.308,0.379,0.037
AFG,2018,egdi,0.172,0.132,0.202,0.035
AFG,2018,ldi,0.193,0.165,0.222,0.03
AFG,2018,pdi,0.164,0.138,0.188,0.026
AFG,2019,ddi,0.296,0.253,0.336,0.042
AFG,2019,edi,0.346,0.311,0.377,0.036
AFG,2019,egdi,0.172,0.135,0.206,0.035
AFG,2019,ldi,0.187,0.16,0.216,0.029
AFG,2019,pdi,0.156,0.133,0.182,0.025
AFG,2020,ddi,0.289,0.248,0.339,0.046
AFG,2020,edi,0.366,0.323,0.401,0.041
AFG,2020,egdi,0.142,0.104,0.17,0.033
AFG,2020,ldi,0.192,0.16,0.222,0.033
AFG,2020,pdi,0.151,0.128,0.173,0.024
AGO,1990,ddi,0.026,0.011,0.036,0.016
AGO,1990,edi,0.076,0.07,0.081,0.006
AGO,1990,egdi,0.056,0.035,0.076,0.02
AGO,1990,ldi,0.062,0.046,0.077,0.015
AGO,1990,pdi,0.02,0.01,0.027,0.01
AGO,1991,ddi,0.033,0.016,0.048,0.018
AGO,1991,edi,0.083,0.075,0.091,0.009
AGO,1991,egdi,0.057,0.033,0.074,0.02
AGO,1991,ldi,0.067,0.049,0.08,0.015
AGO,1991,pdi,0.038,0.02,0.049,0.015
AGO,1992,ddi,0.05,0.025,0.066,0.024
AGO,1992,edi,0.121,0.105,0.133,0.014
AGO,1992,egdi,0.066,0.042,0.084,0.021
AGO,1992,ldi,0.075,0.058,0.09,0.016
AGO,1992,pdi,0.059,0.042,0.077,0.017
AGO,1993,ddi,0.057,0.031,0.074,0.024
AGO,1993,edi,0.161,0.145,0.18,0.017
AGO,1993,egdi,0.068,0.048,0.086,0.02
AGO,1993,ldi,0.088,0.067,0.103,0.018
AGO,1993,pdi,0.066,0.047,0.083,0.017
AGO,1994,ddi,0.057,0.031,0.074,0.024
AGO,1994,edi,0.161,0.145,0.18,0.017
AGO,1994,egdi,0.068,0.048,0.086,0.02
AGO,1994,ldi,0.088,0.067,0.103,0.018
AGO,1994,pdi,0.066,0.047,0.083,0.017
AGO,1995,ddi,0.057,0.031,0.074,0.024
AGO,1995,edi,0.161,0.145,0.18,0.017
AGO,1995,egdi,0.068,0.048,0.086,0.02
AGO,1995,ldi,0.09,0.07,0.107,0.018
AGO,1995,pdi,0.066,0.047,0.083,0.017
AGO,1996,ddi,0.057,0.031,0.074,0.024
AGO,1996,edi,0.161,0.145,0.18,0.017
AGO,1996,egdi,0.068,0.048,0.086,0.02
AGO,1996,ldi,0.09,0.07,0.107,0.018
AGO,1996,pdi,0.066,0.047,0.083,0.017
AGO,1997,ddi,0.057,0.031,0.074,0.024
AGO,1997,edi,0.161,0.145,0.18,0.017
AGO,1997,egdi,0.068,0.048,0.086,0.02
AGO,1997,ldi,0.09,0.07,0.107,0.018
AGO,1997,pdi,0.066,0.047,0.083,0.017
AGO,1998,ddi,0.057,0.031,0.074,0.024
AGO,1998,edi,0.161,0.145,0.18,0.017
AGO,1998,egdi,0.068,0.048,0.086,0.02
AGO,1998,ldi,0.09,0.07,0.107,0.018
AGO,1998,pdi,0.066,0.047,0.083,0.017
AGO,1999,ddi,0.059,0.034,0.077,0.023
AGO,1999,edi,0.161,0.145,0.18,0.017
AGO,1999,egdi,0.068,0.048,0.086,0.02
AGO,1999,ldi,0.09,0.07,0.107,0.018
AGO,1999,pdi,0.066,0.047,0.083,0.017
AGO,2000,ddi,0.059,0.034,0.077,0.023
AGO,2000,edi,0.161,0.145,0.18,0.017
AGO,2000,egdi,0.068,0.045,0.084,0.02
AGO,2000,ldi,0.09,0.071,0.108,0.018
AGO,2000,pdi,0.066,0.047,0.083,0.017
AGO,2001,ddi,0.062,0.033,0.079,0.025
AGO,2001,edi,0.162,0.146,0.18,0.017
AGO,2001,egdi,0.064,0.041,0.079,0.019
AGO,2001,ldi,0.093,0.073,0.109,0.019
AGO,2001,pdi,0.067,0.045,0.081,0.017
AGO,2002,ddi,0.066,0.04,0.088,0.025
AGO,2002,edi,0.165,0.146,0.182,0.017
AGO,2002,egdi,0.064,0.042,0.082,0.021
AGO,2002,ldi,0.101,0.081,0.118,0.019
AGO,2002,pdi,0.058,0.04,0.073,0.016
AGO,2003,ddi,0.091,0.063,0.121,0.03
AGO,2003,edi,0.172,0.153,0.191,0.019
AGO,2003,egdi,0.07,0.051,0.092,0.021
AGO,2003,ldi,0.106,0.089,0.127,0.019
AGO,2003,pdi,0.062,0.045,0.079,0.017
AGO,2004,ddi,0.091,0.057,0.116,0.03
AGO,2004,edi,0.172,0.155,0.192,0.019
AGO,2004,egdi,0.071,0.045,0.085,0.021
AGO,2004,ldi,0.107,0.087,0.124,0.019
AGO,2004,pdi,0.062,0.044,0.078,0.017
AGO,2005,ddi,0.092,0.059,0.118,0.03
AGO,2005,edi,0.173,0.153,0.191,0.019
AGO,2005,egdi,0.071,0.048,0.089,0.021
AGO,2005,ldi,0.108,0.089,0.127,0.019
AGO,2005,pdi,0.063,0.045,0.079,0.017
AGO,2006,ddi,0.092,0.059,0.118,0.03
AGO,2006,edi,0.173,0.153,0.191,0.019
AGO,2006,egdi,0.071,0.048,0.089,0.021
AGO,2006,ldi,0.108,0.089,0.127,0.019
AGO,2006,pdi,0.063,0.045,0.079,0.017
AGO,2007,ddi,0.092,0.059,0.118,0.03
AGO,2007,edi,0.173,0.153,0.191,0.019
AGO,2007,egdi,0.071,0.048,0.089,0.021
AGO,2007,ldi,0.109,0.091,0.129,0.019
AGO,2007,pdi,0.06,0.041,0.076,0.017
AGO,2008,ddi,0.095,0.062,0.122,0.03
AGO,2008,edi,0.188,0.168,0.207,0.019
AGO,2008,egdi,0.074,0.051,0.092,0.021
AGO,2008,ldi,0.128,0.109,0.149,0.02
AGO,2008,pdi,0.062,0.043,0.078,0.017
AGO,2009,ddi,0.102,0.069,0.131,0.031
AGO,2009,edi,0.219,0.195,0.238,0.022
AGO,2009,egdi,0.082,0.06,0.104,0.023
AGO,2009,ldi,0.135,0.117,0.156,0.02
AGO,2009,pdi,0.069,0.047,0.087,0.019
AGO,2010,ddi,0.127,0.088,0.158,0.037
AGO,2010,edi,0.311,0.272,0.343,0.038
AGO,2010,egdi,0.107,0.076,0.13,0.027
AGO,2010,ldi,0.165,0.139,0.188,0.025
AGO,2010,pdi,0.092,0.067,0.114,0.023
AGO,2011,ddi,0.126,0.09,0.159,0.036
AGO,2011,edi,0.31,0.276,0.345,0.035
AGO,2011,egdi,0.107,0.078,0.13,0.027
AGO,2011,ldi,0.164,0.139,0.188,0.025
AGO,2011,pdi,0.092,0.064,0.109,0.023
AGO,2012,ddi,0.125,0.085,0.153,0.036
AGO,2012,edi,0.307,0.273,0.34,0.035
AGO,2012,egdi,0.106,0.078,0.131,0.027
AGO,2012,ldi,0.164,0.141,0.191,0.025
AGO,2012,pdi,0.091,0.068,0.111,0.021
AGO,2013,ddi,0.125,0.084,0.152,0.035
AGO,2013,edi,0.306,0.27,0.335,0.035
AGO,2013,egdi,0.112,0.083,0.136,0.027
AGO,2013,ldi,0.163,0.135,0.184,0.024
AGO,2013,pdi,0.076,0.054,0.093,0.02
AGO,2014,ddi,0.125,0.084,0.152,0.035
AGO,2014,edi,0.306,0.27,0.335,0.035
AGO,2014,egdi,0.112,0.083,0.136,0.027
AGO,2014,ldi,0.163,0.135,0.184,0.024
AGO,2014,pdi,0.076,0.054,0.093,0.02
AGO,2015,ddi,0.125,0.084,0.152,0.035
AGO,2015,edi,0.306,0.27,0.335,0.035
AGO,2015,egdi,0.112,0.083,0.136,0.027
AGO,2015,ldi,0.163,0.135,0.184,0.024
AGO,2015,pdi,0.076,0.054,0.093,0.02
AGO,2016,ddi,0.129,0.092,0.163,0.036
AGO,2016,edi,0.306,0.27,0.335,0.035
AGO,2016,egdi,0.112,0.083,0.136,0.027
AGO,2016,ldi,0.164,0.136,0.186,0.025
AGO,2016,pdi,0.076,0.055,0.093,0.02
AGO,2017,ddi,0.131,0.09,0.162,0.037
AGO,2017,edi,0.315,0.276,0.346,0.037
AGO,2017,egdi,0.129,0.097,0.156,0.029
AGO,2017,ldi,0.178,0.15,0.205,0.028
AGO,2017,pdi,0.08,0.055,0.097,0.022
AGO,2018,ddi,0.183,0.133,0.219,0.043
AGO,2018,edi,0.37,0.331,0.414,0.043
AGO,2018,egdi,0.157,0.122,0.188,0.033
AGO,2018,ldi,0.205,0.175,0.236,0.031
AGO,2018,pdi,0.109,0.08,0.128,0.024
AGO,2019,ddi,0.198,0.153,0.236,0.043
AGO,2019,edi,0.362,0.311,0.394,0.043
AGO,2019,egdi,0.16,0.126,0.188,0.032
AGO,2019,ldi,0.211,0.175,0.239,0.032
AGO,2019,pdi,0.105,0.081,0.129,0.024
AGO,2020,ddi,0.19,0.146,0.235,0.045
AGO,2020,edi,0.346,0.304,0.387,0.043
AGO,2020,egdi,0.147,0.119,0.18,0.031
AGO,2020,ldi,0.212,0.18,0.244,0.033
AGO,2020,pdi,0.104,0.079,0.126,0.024
ALB,1990,ddi,0.096,0.061,0.119,0.03
ALB,1990,edi,0.19,0.171,0.208,0.018
ALB,1990,egdi,0.232,0.212,0.258,0.023
ALB,1990,ldi,0.073,0.056,0.09,0.017
ALB,1990,pdi,0.062,0.048,0.076,0.015
ALB,1991,ddi,0.263,0.212,0.304,0.046
ALB,1991,edi,0.355,0.312,0.395,0.044
ALB,1991,egdi,0.284,0.248,0.32,0.037
ALB,1991,ldi,0.252,0.216,0.284,0.035
ALB,1991,pdi,0.145,0.12,0.168,0.025
ALB,1992,ddi,0.323,0.268,0.371,0.053
ALB,1992,edi,0.418,0.364,0.471,0.054
ALB,1992,egdi,0.316,0.271,0.356,0.044
ALB,1992,ldi,0.322,0.281,0.361,0.041
ALB,1992,pdi,0.217,0.182,0.245,0.032
ALB,1993,ddi,0.342,0.294,0.393,0.051
ALB,1993,edi,0.428,0.364,0.472,0.053
ALB,1993,egdi,0.32,0.281,0.365,0.043
ALB,1993,ldi,0.322,0.275,0.357,0.041
ALB,1993,pdi,0.237,0.197,0.265,0.034
ALB,1994,ddi,0.32,0.267,0.371,0.053
ALB,1994,edi,0.426,0.373,0.475,0.054
ALB,1994,egdi,0.317,0.277,0.364,0.044
ALB,1994,ldi,0.34,0.297,0.375,0.041
ALB,1994,pdi,0.25,0.214,0.281,0.035
ALB,1995,ddi,0.313,0.249,0.362,0.056
ALB,1995,edi,0.442,0.384,0.49,0.055
ALB,1995,egdi,0.326,0.279,0.369,0.045
ALB,1995,ldi,0.352,0.309,0.39,0.042
ALB,1995,pdi,0.244,0.209,0.28,0.035
ALB,1996,ddi,0.28,0.23,0.333,0.051
ALB,1996,edi,0.396,0.345,0.437,0.048
ALB,1996,egdi,0.297,0.254,0.336,0.042
ALB,1996,ldi,0.326,0.291,0.36,0.036
ALB,1996,pdi,0.224,0.191,0.252,0.031
ALB,1997,ddi,0.275,0.221,0.32,0.049
ALB,1997,edi,0.373,0.33,0.41,0.043
ALB,1997,egdi,0.285,0.244,0.32,0.039
ALB,1997,ldi,0.311,0.28,0.344,0.034
ALB,1997,pdi,0.226,0.196,0.251,0.029
ALB,1998,ddi,0.317,0.272,0.371,0.049
ALB,1998,edi,0.401,0.353,0.445,0.049
ALB,1998,egdi,0.293,0.251,0.335,0.042
ALB,1998,ldi,0.331,0.299,0.368,0.036
ALB,1998,pdi,0.261,0.227,0.29,0.033
ALB,1999,ddi,0.316,0.269,0.366,0.049
ALB,1999,edi,0.404,0.355,0.446,0.049
ALB,1999,egdi,0.295,0.258,0.341,0.042
ALB,1999,ldi,0.335,0.297,0.369,0.038
ALB,1999,pdi,0.271,0.237,0.301,0.034
ALB,2000,ddi,0.325,0.276,0.374,0.05
ALB,2000,edi,0.414,0.364,0.461,0.05
ALB,2000,egdi,0.308,0.267,0.349,0.042
ALB,2000,ldi,0.347,0.303,0.378,0.038
ALB,2000,pdi,0.277,0.244,0.311,0.035
ALB,2001,ddi,0.363,0.303,0.411,0.055
ALB,2001,edi,0.443,0.392,0.495,0.054
ALB,2001,egdi,0.327,0.285,0.375,0.047
ALB,2001,ldi,0.37,0.324,0.403,0.042
ALB,2001,pdi,0.292,0.253,0.324,0.037
ALB,2002,ddi,0.388,0.334,0.453,0.061
ALB,2002,edi,0.492,0.43,0.547,0.059
ALB,2002,egdi,0.361,0.317,0.415,0.051
ALB,2002,ldi,0.401,0.349,0.44,0.047
ALB,2002,pdi,0.319,0.277,0.358,0.041
ALB,2003,ddi,0.39,0.336,0.453,0.06
ALB,2003,edi,0.499,0.438,0.558,0.061
ALB,2003,egdi,0.365,0.313,0.414,0.053
ALB,2003,ldi,0.403,0.353,0.444,0.047
ALB,2003,pdi,0.323,0.275,0.357,0.043
ALB,2004,ddi,0.397,0.336,0.451,0.06
ALB,2004,edi,0.5,0.436,0.553,0.058
ALB,2004,egdi,0.365,0.312,0.413,0.052
ALB,2004,ldi,0.406,0.356,0.446,0.047
ALB,2004,pdi,0.333,0.286,0.366,0.041
ALB,2005,ddi,0.435,0.378,0.494,0.059
ALB,2005,edi,0.522,0.458,0.584,0.063
ALB,2005,egdi,0.375,0.323,0.43,0.054
ALB,2005,ldi,0.42,0.363,0.461,0.05
ALB,2005,pdi,0.348,0.303,0.387,0.043
ALB,2006,ddi,0.444,0.383,0.508,0.065
ALB,2006,edi,0.548,0.478,0.611,0.067
ALB,2006,egdi,0.388,0.335,0.45,0.058
ALB,2006,ldi,0.437,0.381,0.489,0.054
ALB,2006,pdi,0.361,0.314,0.406,0.047
ALB,2007,ddi,0.425,0.36,0.49,0.065
ALB,2007,edi,0.551,0.484,0.61,0.062
ALB,2007,egdi,0.391,0.337,0.447,0.055
ALB,2007,ldi,0.44,0.39,0.492,0.051
ALB,2007,pdi,0.362,0.32,0.408,0.044
ALB,2008,ddi,0.428,0.36,0.484,0.064
ALB,2008,edi,0.552,0.48,0.602,0.061
ALB,2008,egdi,0.39,0.333,0.437,0.054
ALB,2008,ldi,0.442,0.389,0.488,0.05
ALB,2008,pdi,0.361,0.324,0.412,0.044
ALB,2009,ddi,0.42,0.359,0.485,0.064
ALB,2009,edi,0.551,0.485,0.607,0.061
ALB,2009,egdi,0.389,0.332,0.44,0.054
ALB,2009,ldi,0.446,0.383,0.484,0.051
ALB,2009,pdi,0.36,0.315,0.402,0.044
ALB,2010,ddi,0.41,0.347,0.476,0.065
ALB,2010,edi,0.546,0.482,0.605,0.063
ALB,2010,egdi,0.388,0.339,0.442,0.054
ALB,2010,ldi,0.444,0.391,0.491,0.051
ALB,2010,pdi,0.356,0.314,0.399,0.044
ALB,2011,ddi,0.419,0.354,0.484,0.065
ALB,2011,edi,0.546,0.482,0.605,0.063
ALB,2011,egdi,0.388,0.339,0.442,0.054
ALB,2011,ldi,0.444,0.395,0.494,0.051
ALB,2011,pdi,0.355,0.312,0.397,0.044
ALB,2012,ddi,0.415,0.344,0.472,0.065
ALB,2012,edi,0.543,0.479,0.6,0.063
ALB,2012,egdi,0.385,0.324,0.429,0.054
ALB,2012,ldi,0.441,0.38,0.481,0.052
ALB,2012,pdi,0.351,0.303,0.386,0.044
ALB,2013,ddi,0.246,0.177,0.297,0.06
ALB,2013,edi,0.51,0.445,0.566,0.061
ALB,2013,egdi,0.369,0.313,0.418,0.054
ALB,2013,ldi,0.421,0.369,0.466,0.05
ALB,2013,pdi,0.318,0.276,0.359,0.042
ALB,2014,ddi,0.265,0.188,0.317,0.065
ALB,2014,edi,0.518,0.46,0.588,0.064
ALB,2014,egdi,0.38,0.327,0.436,0.055
ALB,2014,ldi,0.431,0.378,0.483,0.052
ALB,2014,pdi,0.323,0.282,0.369,0.044
ALB,2015,ddi,0.278,0.212,0.343,0.065
ALB,2015,edi,0.521,0.45,0.577,0.063
ALB,2015,egdi,0.375,0.32,0.429,0.055
ALB,2015,ldi,0.433,0.384,0.487,0.051
ALB,2015,pdi,0.322,0.278,0.363,0.044
ALB,2016,ddi,0.271,0.203,0.328,0.062
ALB,2016,edi,0.521,0.45,0.577,0.063
ALB,2016,egdi,0.375,0.32,0.429,0.055
ALB,2016,ldi,0.433,0.384,0.487,0.051
ALB,2016,pdi,0.321,0.277,0.362,0.044
ALB,2017,ddi,0.246,0.181,0.298,0.061
ALB,2017,edi,0.538,0.469,0.593,0.063
ALB,2017,egdi,0.377,0.32,0.429,0.055
ALB,2017,ldi,0.43,0.376,0.479,0.052
ALB,2017,pdi,0.333,0.285,0.37,0.043
ALB,2018,ddi,0.231,0.18,0.295,0.057
ALB,2018,edi,0.52,0.471,0.587,0.059
ALB,2018,egdi,0.376,0.326,0.428,0.053
ALB,2018,ldi,0.421,0.369,0.464,0.049
ALB,2018,pdi,0.322,0.291,0.37,0.04
ALB,2019,ddi,0.222,0.163,0.274,0.055
ALB,2019,edi,0.494,0.424,0.544,0.06
ALB,2019,egdi,0.352,0.296,0.397,0.052
ALB,2019,ldi,0.407,0.364,0.456,0.047
ALB,2019,pdi,0.312,0.27,0.35,0.04
ALB,2020,ddi,0.221,0.156,0.264,0.056
ALB,2020,edi,0.501,0.434,0.551,0.059
ALB,2020,egdi,0.372,0.317,0.418,0.052
ALB,2020,ldi,0.403,0.36,0.451,0.047
ALB,2020,pdi,0.316,0.272,0.352,0.041
ARE,1990,ddi,0.127,0.098,0.166,0.033
ARE,1990,edi,0.022,0.012,0.029,0.008
ARE,1990,egdi,0.085,0.06,0.107,0.023
ARE,1990,ldi,0.055,0.041,0.067,0.014
ARE,1990,pdi,0.016,0.003,0.023,0.012
ARE,1991,ddi,0.127,0.096,0.165,0.033
ARE,1991,edi,0.023,0.014,0.029,0.009
ARE,1991,egdi,0.085,0.061,0.108,0.023
ARE,1991,ldi,0.055,0.041,0.067,0.014
ARE,1991,pdi,0.016,0.003,0.023,0.012
ARE,1992,ddi,0.127,0.097,0.166,0.033
ARE,1992,edi,0.024,0.016,0.033,0.009
ARE,1992,egdi,0.09,0.069,0.116,0.023
ARE,1992,ldi,0.055,0.041,0.068,0.014
ARE,1992,pdi,0.016,0.004,0.023,0.012
ARE,1993,ddi,0.127,0.096,0.165,0.033
ARE,1993,edi,0.022,0.013,0.029,0.009
ARE,1993,egdi,0.095,0.071,0.119,0.023
ARE,1993,ldi,0.055,0.041,0.067,0.014
ARE,1993,pdi,0.016,0.004,0.023,0.012
ARE,1994,ddi,0.127,0.092,0.161,0.033
ARE,1994,edi,0.024,0.014,0.031,0.009
ARE,1994,egdi,0.095,0.073,0.121,0.024
ARE,1994,ldi,0.068,0.053,0.081,0.014
ARE,1994,pdi,0.016,0.003,0.023,0.012
ARE,1995,ddi,0.128,0.098,0.166,0.033
ARE,1995,edi,0.027,0.016,0.034,0.009
ARE,1995,egdi,0.1,0.072,0.121,0.024
ARE,1995,ldi,0.069,0.053,0.081,0.015
ARE,1995,pdi,0.016,0.004,0.023,0.012
ARE,1996,ddi,0.128,0.098,0.166,0.033
ARE,1996,edi,0.027,0.016,0.034,0.009
ARE,1996,egdi,0.1,0.075,0.125,0.025
ARE,1996,ldi,0.072,0.056,0.085,0.015
ARE,1996,pdi,0.016,0.004,0.023,0.012
ARE,1997,ddi,0.128,0.098,0.166,0.033
ARE,1997,edi,0.027,0.016,0.034,0.009
ARE,1997,egdi,0.1,0.075,0.125,0.025
ARE,1997,ldi,0.072,0.056,0.085,0.015
ARE,1997,pdi,0.016,0.004,0.023,0.012
ARE,1998,ddi,0.128,0.097,0.165,0.034
ARE,1998,edi,0.028,0.018,0.037,0.01
ARE,1998,egdi,0.1,0.075,0.125,0.025
ARE,1998,ldi,0.072,0.056,0.086,0.015
ARE,1998,pdi,0.016,0.004,0.023,0.012
ARE,1999,ddi,0.128,0.097,0.165,0.034
ARE,1999,edi,0.028,0.018,0.037,0.01
ARE,1999,egdi,0.1,0.075,0.125,0.025
ARE,1999,ldi,0.072,0.056,0.086,0.015
ARE,1999,pdi,0.016,0.004,0.023,0.012
ARE,2000,ddi,0.128,0.097,0.165,0.034
ARE,2000,edi,0.028,0.018,0.037,0.01
ARE,2000,egdi,0.101,0.073,0.121,0.024
ARE,2000,ldi,0.072,0.056,0.086,0.015
ARE,2000,pdi,0.016,0.004,0.023,0.012
ARE,2001,ddi,0.128,0.097,0.165,0.034
